"areas","LINK","comuna","fraccion","radio","CO_FRAC_RA","cantidad","capeco"
"AREA#020110211","020110211",11,2,11,"11_2_11",330,9.77
"AREA#020110301","020110301",11,3,1,"11_3_1",264,10.58
"AREA#020110302","020110302",11,3,2,"11_3_2",294,9.99
"AREA#020110303","020110303",11,3,3,"11_3_3",242,9.75
"AREA#020110304","020110304",11,3,4,"11_3_4",212,10.45
"AREA#020110305","020110305",11,3,5,"11_3_5",235,10.31
"AREA#020110306","020110306",11,3,6,"11_3_6",287,9.69
"AREA#020110307","020110307",11,3,7,"11_3_7",283,8.71
"AREA#020110308","020110308",11,3,8,"11_3_8",300,9.43
"AREA#020110309","020110309",11,3,9,"11_3_9",298,9.72
"AREA#020110310","020110310",11,3,10,"11_3_10",317,10.08
"AREA#020110311","020110311",11,3,11,"11_3_11",257,9.16
"AREA#020110312","020110312",11,3,12,"11_3_12",283,8.78
"AREA#020110401","020110401",11,4,1,"11_4_1",284,9.6
"AREA#020110402","020110402",11,4,2,"11_4_2",297,10.03
"AREA#020110403","020110403",11,4,3,"11_4_3",223,9.72
"AREA#020110404","020110404",11,4,4,"11_4_4",298,10.01
"AREA#020110405","020110405",11,4,5,"11_4_5",308,10.3
"AREA#020110406","020110406",11,4,6,"11_4_6",241,9.98
"AREA#020110407","020110407",11,4,7,"11_4_7",279,9.62
"AREA#020110408","020110408",11,4,8,"11_4_8",282,10.06
"AREA#020110409","020110409",11,4,9,"11_4_9",309,9.71
"AREA#020110410","020110410",11,4,10,"11_4_10",281,8.68
"AREA#020110411","020110411",11,4,11,"11_4_11",314,9.18
"AREA#020110412","020110412",11,4,12,"11_4_12",352,9.28
"AREA#020110413","020110413",11,4,13,"11_4_13",327,9.19
"AREA#020110501","020110501",11,5,1,"11_5_1",243,8.48
"AREA#020110502","020110502",11,5,2,"11_5_2",316,9.23
"AREA#020110503","020110503",11,5,3,"11_5_3",353,9.33
"AREA#020110504","020110504",11,5,4,"11_5_4",252,9.37
"AREA#020110505","020110505",11,5,5,"11_5_5",339,8.16
"AREA#020110506","020110506",11,5,6,"11_5_6",319,8.51
"AREA#020110507","020110507",11,5,7,"11_5_7",280,8.47
"AREA#020110508","020110508",11,5,8,"11_5_8",307,7.75
"AREA#020110509","020110509",11,5,9,"11_5_9",294,7.09
"AREA#020110510","020110510",11,5,10,"11_5_10",334,8.62
"AREA#020110601","020110601",11,6,1,"11_6_1",317,9.08
"AREA#020110602","020110602",11,6,2,"11_6_2",351,8.66
"AREA#020110603","020110603",11,6,3,"11_6_3",347,9.04
"AREA#020110604","020110604",11,6,4,"11_6_4",333,8.17
"AREA#020110605","020110605",11,6,5,"11_6_5",304,8.38
"AREA#020110606","020110606",11,6,6,"11_6_6",306,7.65
"AREA#020110607","020110607",11,6,7,"11_6_7",308,7.94
"AREA#020110608","020110608",11,6,8,"11_6_8",284,8.04
"AREA#020110609","020110609",11,6,9,"11_6_9",302,7.33
"AREA#020110610","020110610",11,6,10,"11_6_10",271,7.09
"AREA#020110611","020110611",11,6,11,"11_6_11",314,7.4
"AREA#020110701","020110701",11,7,1,"11_7_1",173,6.8
"AREA#020110702","020110702",11,7,2,"11_7_2",328,7.9
"AREA#020110703","020110703",11,7,3,"11_7_3",297,8.45
"AREA#020110704","020110704",11,7,4,"11_7_4",326,8.07
"AREA#020110705","020110705",11,7,5,"11_7_5",350,8.55
"AREA#020110706","020110706",11,7,6,"11_7_6",291,8.53
"AREA#020110707","020110707",11,7,7,"11_7_7",273,7.84
"AREA#020110708","020110708",11,7,8,"11_7_8",249,8.75
"AREA#020110709","020110709",11,7,9,"11_7_9",296,8.74
"AREA#020110710","020110710",11,7,10,"11_7_10",292,7.78
"AREA#020110711","020110711",11,7,11,"11_7_11",323,8.07
"AREA#020110712","020110712",11,7,12,"11_7_12",306,7.27
"AREA#020110801","020110801",11,8,1,"11_8_1",347,9.13
"AREA#020110802","020110802",11,8,2,"11_8_2",338,8.74
"AREA#020110803","020110803",11,8,3,"11_8_3",210,9.08
"AREA#020110804","020110804",11,8,4,"11_8_4",331,9.15
"AREA#020110805","020110805",11,8,5,"11_8_5",265,8.74
"AREA#020110806","020110806",11,8,6,"11_8_6",379,9.15
"AREA#020110807","020110807",11,8,7,"11_8_7",345,8.47
"AREA#020110808","020110808",11,8,8,"11_8_8",355,9.04
"AREA#020110809","020110809",11,8,9,"11_8_9",365,9.14
"AREA#020110901","020110901",11,9,1,"11_9_1",315,9.21
"AREA#020110902","020110902",11,9,2,"11_9_2",312,9.53
"AREA#020110903","020110903",11,9,3,"11_9_3",379,10.26
"AREA#020110904","020110904",11,9,4,"11_9_4",255,9.14
"AREA#020110905","020110905",11,9,5,"11_9_5",308,9.64
"AREA#020110906","020110906",11,9,6,"11_9_6",248,9.34
"AREA#020110907","020110907",11,9,7,"11_9_7",313,9.29
"AREA#020110908","020110908",11,9,8,"11_9_8",333,9.63
"AREA#020110909","020110909",11,9,9,"11_9_9",246,9.31
"AREA#020110910","020110910",11,9,10,"11_9_10",352,9.74
"AREA#020110911","020110911",11,9,11,"11_9_11",258,9.24
"AREA#020110912","020110912",11,9,12,"11_9_12",297,9.42
"AREA#020111001","020111001",11,10,1,"11_10_1",316,9.43
"AREA#020111002","020111002",11,10,2,"11_10_2",385,9.54
"AREA#020111003","020111003",11,10,3,"11_10_3",317,9.72
"AREA#020111004","020111004",11,10,4,"11_10_4",365,9.9
"AREA#020111005","020111005",11,10,5,"11_10_5",388,9.78
"AREA#020111006","020111006",11,10,6,"11_10_6",458,9.64
"AREA#020111007","020111007",11,10,7,"11_10_7",401,9.74
"AREA#020111008","020111008",11,10,8,"11_10_8",321,9.45
"AREA#020111009","020111009",11,10,9,"11_10_9",320,9.62
"AREA#020111010","020111010",11,10,10,"11_10_10",281,9.04
"AREA#020111101","020111101",11,11,1,"11_11_1",293,7.86
"AREA#020111102","020111102",11,11,2,"11_11_2",309,8.94
"AREA#020111103","020111103",11,11,3,"11_11_3",325,7.49
"AREA#020111104","020111104",11,11,4,"11_11_4",102,7.78
"AREA#020111105","020111105",11,11,5,"11_11_5",335,8.32
"AREA#020111106","020111106",11,11,6,"11_11_6",396,7.86
"AREA#020111107","020111107",11,11,7,"11_11_7",305,7.99
"AREA#020111108","020111108",11,11,8,"11_11_8",315,7.5
"AREA#020111109","020111109",11,11,9,"11_11_9",296,7.49
"AREA#020111201","020111201",11,12,1,"11_12_1",233,8.8
"AREA#020111202","020111202",11,12,2,"11_12_2",236,8.48
"AREA#020111203","020111203",11,12,3,"11_12_3",361,8.87
"AREA#020111204","020111204",11,12,4,"11_12_4",272,8.96
"AREA#020111205","020111205",11,12,5,"11_12_5",245,8.76
"AREA#020111206","020111206",11,12,6,"11_12_6",321,8.82
"AREA#020111207","020111207",11,12,7,"11_12_7",259,8.85
"AREA#020111208","020111208",11,12,8,"11_12_8",272,7.99
"AREA#020111209","020111209",11,12,9,"11_12_9",240,8.39
"AREA#020111210","020111210",11,12,10,"11_12_10",261,9.16
"AREA#020111301","020111301",11,13,1,"11_13_1",346,9.19
"AREA#020111302","020111302",11,13,2,"11_13_2",387,9.05
"AREA#020111303","020111303",11,13,3,"11_13_3",321,8.68
"AREA#020111304","020111304",11,13,4,"11_13_4",345,8.86
"AREA#020111305","020111305",11,13,5,"11_13_5",393,8.92
"AREA#020111306","020111306",11,13,6,"11_13_6",376,9.05
"AREA#020111307","020111307",11,13,7,"11_13_7",300,8.64
"AREA#020111308","020111308",11,13,8,"11_13_8",281,8.95
"AREA#020111309","020111309",11,13,9,"11_13_9",371,8.74
"AREA#020111310","020111310",11,13,10,"11_13_10",250,8.46
"AREA#020111311","020111311",11,13,11,"11_13_11",336,8.74
"AREA#020111401","020111401",11,14,1,"11_14_1",364,8.1
"AREA#020111402","020111402",11,14,2,"11_14_2",332,8.21
"AREA#020111403","020111403",11,14,3,"11_14_3",365,8.46
"AREA#020111404","020111404",11,14,4,"11_14_4",279,8.09
"AREA#020111405","020111405",11,14,5,"11_14_5",329,8.27
"AREA#020111406","020111406",11,14,6,"11_14_6",409,8.73
"AREA#020111407","020111407",11,14,7,"11_14_7",696,8.55
"AREA#020111501","020111501",11,15,1,"11_15_1",349,8.29
"AREA#020111502","020111502",11,15,2,"11_15_2",324,8.12
"AREA#020111503","020111503",11,15,3,"11_15_3",368,7.5
"AREA#020111504","020111504",11,15,4,"11_15_4",356,8.24
"AREA#020111505","020111505",11,15,5,"11_15_5",329,9.12
"AREA#020111506","020111506",11,15,6,"11_15_6",313,8.78
"AREA#020111507","020111507",11,15,7,"11_15_7",281,9.32
"AREA#020111508","020111508",11,15,8,"11_15_8",372,8.51
"AREA#020111509","020111509",11,15,9,"11_15_9",337,8.52
"AREA#020111510","020111510",11,15,10,"11_15_10",331,8.87
"AREA#020111511","020111511",11,15,11,"11_15_11",434,8.42
"AREA#020111601","020111601",11,16,1,"11_16_1",319,7.72
"AREA#020111602","020111602",11,16,2,"11_16_2",359,8.76
"AREA#020111603","020111603",11,16,3,"11_16_3",267,8.48
"AREA#020111604","020111604",11,16,4,"11_16_4",252,8.15
"AREA#020111605","020111605",11,16,5,"11_16_5",288,8.14
"AREA#020111606","020111606",11,16,6,"11_16_6",335,9.6
"AREA#020111607","020111607",11,16,7,"11_16_7",350,8.4
"AREA#020111608","020111608",11,16,8,"11_16_8",393,8.06
"AREA#020111609","020111609",11,16,9,"11_16_9",256,7.91
"AREA#020111610","020111610",11,16,10,"11_16_10",236,8.11
"AREA#020111701","020111701",11,17,1,"11_17_1",291,7.6
"AREA#020111702","020111702",11,17,2,"11_17_2",286,7.96
"AREA#020111703","020111703",11,17,3,"11_17_3",336,8.37
"AREA#020111704","020111704",11,17,4,"11_17_4",324,7.41
"AREA#020111705","020111705",11,17,5,"11_17_5",297,7.6
"AREA#020111706","020111706",11,17,6,"11_17_6",409,8.19
"AREA#020111707","020111707",11,17,7,"11_17_7",331,8.31
"AREA#020111708","020111708",11,17,8,"11_17_8",322,8.11
"AREA#020111801","020111801",11,18,1,"11_18_1",280,7.62
"AREA#020111802","020111802",11,18,2,"11_18_2",304,8.77
"AREA#020111803","020111803",11,18,3,"11_18_3",310,8.15
"AREA#020111804","020111804",11,18,4,"11_18_4",370,8.18
"AREA#020111805","020111805",11,18,5,"11_18_5",318,8.56
"AREA#020111806","020111806",11,18,6,"11_18_6",521,9.59
"AREA#020111807","020111807",11,18,7,"11_18_7",327,7.8
"AREA#020111808","020111808",11,18,8,"11_18_8",346,7.79
"AREA#020111809","020111809",11,18,9,"11_18_9",304,7.81
"AREA#020111901","020111901",11,19,1,"11_19_1",221,8.58
"AREA#020111902","020111902",11,19,2,"11_19_2",324,8.36
"AREA#020111903","020111903",11,19,3,"11_19_3",280,8.43
"AREA#020111904","020111904",11,19,4,"11_19_4",341,8.23
"AREA#020111905","020111905",11,19,5,"11_19_5",306,7.9
"AREA#020111906","020111906",11,19,6,"11_19_6",341,8.42
"AREA#020111907","020111907",11,19,7,"11_19_7",319,8
"AREA#020111908","020111908",11,19,8,"11_19_8",301,7.94
"AREA#020111909","020111909",11,19,9,"11_19_9",349,8.05
"AREA#020112001","020112001",11,20,1,"11_20_1",356,8.36
"AREA#020112002","020112002",11,20,2,"11_20_2",317,8.62
"AREA#020112003","020112003",11,20,3,"11_20_3",389,7.77
"AREA#020112004","020112004",11,20,4,"11_20_4",303,7.83
"AREA#020112005","020112005",11,20,5,"11_20_5",328,8.4
"AREA#020112006","020112006",11,20,6,"11_20_6",268,8.08
"AREA#020112007","020112007",11,20,7,"11_20_7",232,7.85
"AREA#020112008","020112008",11,20,8,"11_20_8",191,8.79
"AREA#020112009","020112009",11,20,9,"11_20_9",260,8.85
"AREA#020112010","020112010",11,20,10,"11_20_10",292,8.74
"AREA#020112011","020112011",11,20,11,"11_20_11",252,7.55
"AREA#020112101","020112101",11,21,1,"11_21_1",323,8.36
"AREA#020112102","020112102",11,21,2,"11_21_2",271,7.45
"AREA#020112103","020112103",11,21,3,"11_21_3",423,8.65
"AREA#020112104","020112104",11,21,4,"11_21_4",318,8.64
"AREA#020112105","020112105",11,21,5,"11_21_5",391,9.03
"AREA#020112106","020112106",11,21,6,"11_21_6",385,7.9
"AREA#020112107","020112107",11,21,7,"11_21_7",270,8.08
"AREA#020112108","020112108",11,21,8,"11_21_8",256,8.3
"AREA#020112109","020112109",11,21,9,"11_21_9",218,9.61
"AREA#020112110","020112110",11,21,10,"11_21_10",292,8.21
"AREA#020112111","020112111",11,21,11,"11_21_11",375,8.34
"AREA#020112201","020112201",11,22,1,"11_22_1",347,8.45
"AREA#020112202","020112202",11,22,2,"11_22_2",359,7.87
"AREA#020112203","020112203",11,22,3,"11_22_3",360,8.26
"AREA#020112204","020112204",11,22,4,"11_22_4",266,8.07
"AREA#020112205","020112205",11,22,5,"11_22_5",311,8.52
"AREA#020112206","020112206",11,22,6,"11_22_6",409,9.05
"AREA#020112207","020112207",11,22,7,"11_22_7",346,8.91
"AREA#020112208","020112208",11,22,8,"11_22_8",271,8.3
"AREA#020112209","020112209",11,22,9,"11_22_9",269,8.41
"AREA#020112210","020112210",11,22,10,"11_22_10",307,8.62
"AREA#020112211","020112211",11,22,11,"11_22_11",249,9
"AREA#020120101","020120101",12,1,1,"12_1_1",191,8.84
"AREA#020120102","020120102",12,1,2,"12_1_2",196,8.91
"AREA#020120103","020120103",12,1,3,"12_1_3",189,8.42
"AREA#020120104","020120104",12,1,4,"12_1_4",313,8.06
"AREA#020120105","020120105",12,1,5,"12_1_5",217,8.04
"AREA#020120106","020120106",12,1,6,"12_1_6",286,7.55
"AREA#020120107","020120107",12,1,7,"12_1_7",360,8.68
"AREA#020120108","020120108",12,1,8,"12_1_8",182,8.27
"AREA#020120109","020120109",12,1,9,"12_1_9",356,8.24
"AREA#020120110","020120110",12,1,10,"12_1_10",361,8.76
"AREA#020120111","020120111",12,1,11,"12_1_11",374,7.86
"AREA#020120201","020120201",12,2,1,"12_2_1",373,8.19
"AREA#020120202","020120202",12,2,2,"12_2_2",316,8.67
"AREA#020120203","020120203",12,2,3,"12_2_3",394,8.82
"AREA#020120204","020120204",12,2,4,"12_2_4",379,8.71
"AREA#020120205","020120205",12,2,5,"12_2_5",401,8.54
"AREA#020120206","020120206",12,2,6,"12_2_6",344,7.66
"AREA#020120207","020120207",12,2,7,"12_2_7",319,8.02
"AREA#020120208","020120208",12,2,8,"12_2_8",346,8.24
"AREA#020120301","020120301",12,3,1,"12_3_1",104,7.78
"AREA#020120302","020120302",12,3,2,"12_3_2",250,7.47
"AREA#020120303","020120303",12,3,3,"12_3_3",271,7.79
"AREA#020120304","020120304",12,3,4,"12_3_4",269,8.1
"AREA#020120305","020120305",12,3,5,"12_3_5",292,7.69
"AREA#020120306","020120306",12,3,6,"12_3_6",452,4.43
"AREA#020120307","020120307",12,3,7,"12_3_7",378,8.34
"AREA#020120308","020120308",12,3,8,"12_3_8",254,7.59
"AREA#020120309","020120309",12,3,9,"12_3_9",224,8.15
"AREA#020120310","020120310",12,3,10,"12_3_10",306,9.28
"AREA#020120311","020120311",12,3,11,"12_3_11",291,8.97
"AREA#020120401","020120401",12,4,1,"12_4_1",277,8.26
"AREA#020120402","020120402",12,4,2,"12_4_2",287,7.89
"AREA#020120403","020120403",12,4,3,"12_4_3",420,9.31
"AREA#020120404","020120404",12,4,4,"12_4_4",297,9.24
"AREA#020120405","020120405",12,4,5,"12_4_5",249,9.66
"AREA#020120406","020120406",12,4,6,"12_4_6",298,9.03
"AREA#020120407","020120407",12,4,7,"12_4_7",500,9.7
"AREA#020120408","020120408",12,4,8,"12_4_8",290,9.42
"AREA#020120409","020120409",12,4,9,"12_4_9",224,8.92
"AREA#020120410","020120410",12,4,10,"12_4_10",244,9.07
"AREA#020120501","020120501",12,5,1,"12_5_1",212,9.46
"AREA#020120502","020120502",12,5,2,"12_5_2",283,9.83
"AREA#020120503","020120503",12,5,3,"12_5_3",543,11.46
"AREA#020120504","020120504",12,5,4,"12_5_4",277,10.24
"AREA#020120505","020120505",12,5,5,"12_5_5",348,10.13
"AREA#020120506","020120506",12,5,6,"12_5_6",301,10.2
"AREA#020120507","020120507",12,5,7,"12_5_7",328,10.56
"AREA#020120508","020120508",12,5,8,"12_5_8",422,10.32
"AREA#020120509","020120509",12,5,9,"12_5_9",311,9.5
"AREA#020120510","020120510",12,5,10,"12_5_10",284,9.87
"AREA#020120511","020120511",12,5,11,"12_5_11",332,9.28
"AREA#020120601","020120601",12,6,1,"12_6_1",320,9.14
"AREA#020120602","020120602",12,6,2,"12_6_2",353,8.63
"AREA#020120603","020120603",12,6,3,"12_6_3",257,8.65
"AREA#020120604","020120604",12,6,4,"12_6_4",349,8.68
"AREA#020120605","020120605",12,6,5,"12_6_5",387,9.21
"AREA#020120606","020120606",12,6,6,"12_6_6",380,9.36
"AREA#020120607","020120607",12,6,7,"12_6_7",332,9.81
"AREA#020120608","020120608",12,6,8,"12_6_8",288,9.48
"AREA#020120609","020120609",12,6,9,"12_6_9",302,9.81
"AREA#020120610","020120610",12,6,10,"12_6_10",317,9.24
"AREA#020120701","020120701",12,7,1,"12_7_1",318,8.73
"AREA#020120702","020120702",12,7,2,"12_7_2",310,9.3
"AREA#020120703","020120703",12,7,3,"12_7_3",326,9.72
"AREA#020120704","020120704",12,7,4,"12_7_4",359,9.56
"AREA#020120705","020120705",12,7,5,"12_7_5",290,10.18
"AREA#020120706","020120706",12,7,6,"12_7_6",347,9.32
"AREA#020120707","020120707",12,7,7,"12_7_7",301,9.53
"AREA#020120708","020120708",12,7,8,"12_7_8",365,9.88
"AREA#020120709","020120709",12,7,9,"12_7_9",558,10.98
"AREA#020120710","020120710",12,7,10,"12_7_10",476,10.55
"AREA#020120801","020120801",12,8,1,"12_8_1",548,9.72
"AREA#020120802","020120802",12,8,2,"12_8_2",274,9.3
"AREA#020120803","020120803",12,8,3,"12_8_3",326,9.41
"AREA#020120804","020120804",12,8,4,"12_8_4",263,9.24
"AREA#020120805","020120805",12,8,5,"12_8_5",344,10.67
"AREA#020120806","020120806",12,8,6,"12_8_6",352,9.73
"AREA#020120807","020120807",12,8,7,"12_8_7",365,9.78
"AREA#020120808","020120808",12,8,8,"12_8_8",416,11.39
"AREA#020120809","020120809",12,8,9,"12_8_9",396,10.57
"AREA#020120810","020120810",12,8,10,"12_8_10",291,11.27
"AREA#020120811","020120811",12,8,11,"12_8_11",262,10.81
"AREA#020120901","020120901",12,9,1,"12_9_1",332,8.14
"AREA#020120902","020120902",12,9,2,"12_9_2",421,8.53
"AREA#020120903","020120903",12,9,3,"12_9_3",385,8.42
"AREA#020120904","020120904",12,9,4,"12_9_4",392,8.71
"AREA#020120905","020120905",12,9,5,"12_9_5",358,8.46
"AREA#020120906","020120906",12,9,6,"12_9_6",377,9.47
"AREA#020120907","020120907",12,9,7,"12_9_7",308,8.39
"AREA#020121001","020121001",12,10,1,"12_10_1",366,8.65
"AREA#020121002","020121002",12,10,2,"12_10_2",391,9.64
"AREA#020121003","020121003",12,10,3,"12_10_3",287,8.47
"AREA#020121004","020121004",12,10,4,"12_10_4",270,8.95
"AREA#020121005","020121005",12,10,5,"12_10_5",298,10.1
"AREA#020121006","020121006",12,10,6,"12_10_6",353,8.9
"AREA#020121007","020121007",12,10,7,"12_10_7",296,9.38
"AREA#020121008","020121008",12,10,8,"12_10_8",478,10.09
"AREA#020121009","020121009",12,10,9,"12_10_9",318,9.02
"AREA#020121010","020121010",12,10,10,"12_10_10",300,8.33
"AREA#020121011","020121011",12,10,11,"12_10_11",345,9.4
"AREA#020121101","020121101",12,11,1,"12_11_1",328,9.08
"AREA#020121102","020121102",12,11,2,"12_11_2",267,8.64
"AREA#020121103","020121103",12,11,3,"12_11_3",254,9.02
"AREA#020121104","020121104",12,11,4,"12_11_4",345,9.3
"AREA#020121105","020121105",12,11,5,"12_11_5",308,7.44
"AREA#020121106","020121106",12,11,6,"12_11_6",319,9.34
"AREA#020121107","020121107",12,11,7,"12_11_7",330,9.85
"AREA#020121108","020121108",12,11,8,"12_11_8",345,9.85
"AREA#020121109","020121109",12,11,9,"12_11_9",374,10.84
"AREA#020121110","020121110",12,11,10,"12_11_10",283,9.88
"AREA#020121111","020121111",12,11,11,"12_11_11",279,9.25
"AREA#020121201","020121201",12,12,1,"12_12_1",273,9.71
"AREA#020121202","020121202",12,12,2,"12_12_2",501,10.54
"AREA#020121203","020121203",12,12,3,"12_12_3",510,10.81
"AREA#020121204","020121204",12,12,4,"12_12_4",357,9.43
"AREA#020121205","020121205",12,12,5,"12_12_5",330,10.23
"AREA#020121206","020121206",12,12,6,"12_12_6",260,10.26
"AREA#020121207","020121207",12,12,7,"12_12_7",386,9.31
"AREA#020121208","020121208",12,12,8,"12_12_8",268,9.4
"AREA#020121301","020121301",12,13,1,"12_13_1",407,9.44
"AREA#020121302","020121302",12,13,2,"12_13_2",389,9.76
"AREA#020121303","020121303",12,13,3,"12_13_3",721,10.58
"AREA#020121304","020121304",12,13,4,"12_13_4",528,9.96
"AREA#020121305","020121305",12,13,5,"12_13_5",476,10.07
"AREA#020121306","020121306",12,13,6,"12_13_6",395,10.07
"AREA#020121307","020121307",12,13,7,"12_13_7",249,8.97
"AREA#020121401","020121401",12,14,1,"12_14_1",380,9.02
"AREA#020121402","020121402",12,14,2,"12_14_2",400,9.21
"AREA#020121403","020121403",12,14,3,"12_14_3",308,9.89
"AREA#020121404","020121404",12,14,4,"12_14_4",407,10.51
"AREA#020121405","020121405",12,14,5,"12_14_5",421,10.38
"AREA#020121406","020121406",12,14,6,"12_14_6",318,10.34
"AREA#020121407","020121407",12,14,7,"12_14_7",432,9.7
"AREA#020121408","020121408",12,14,8,"12_14_8",469,10.94
"AREA#020121409","020121409",12,14,9,"12_14_9",324,10.26
"AREA#020121410","020121410",12,14,10,"12_14_10",441,10.22
"AREA#020121501","020121501",12,15,1,"12_15_1",378,8.92
"AREA#020121502","020121502",12,15,2,"12_15_2",422,9.87
"AREA#020121503","020121503",12,15,3,"12_15_3",421,9.87
"AREA#020121504","020121504",12,15,4,"12_15_4",419,10.16
"AREA#020121505","020121505",12,15,5,"12_15_5",394,9.47
"AREA#020121506","020121506",12,15,6,"12_15_6",343,9.84
"AREA#020121507","020121507",12,15,7,"12_15_7",384,10.45
"AREA#020121508","020121508",12,15,8,"12_15_8",364,9.45
"AREA#020121509","020121509",12,15,9,"12_15_9",427,10.66
"AREA#020121510","020121510",12,15,10,"12_15_10",297,8.74
"AREA#020121511","020121511",12,15,11,"12_15_11",273,8.61
"AREA#020121512","020121512",12,15,12,"12_15_12",285,9.56
"AREA#020121513","020121513",12,15,13,"12_15_13",263,9.88
"AREA#020121601","020121601",12,16,1,"12_16_1",395,9.06
"AREA#020121602","020121602",12,16,2,"12_16_2",363,9.22
"AREA#020121603","020121603",12,16,3,"12_16_3",359,9.47
"AREA#020121604","020121604",12,16,4,"12_16_4",521,10.57
"AREA#020121605","020121605",12,16,5,"12_16_5",618,10.56
"AREA#020121606","020121606",12,16,6,"12_16_6",647,11.09
"AREA#020121607","020121607",12,16,7,"12_16_7",339,9.19
"AREA#020121608","020121608",12,16,8,"12_16_8",528,10.82
"AREA#020121609","020121609",12,16,9,"12_16_9",362,9.98
"AREA#020121610","020121610",12,16,10,"12_16_10",330,9.57
"AREA#020121611","020121611",12,16,11,"12_16_11",334,9
"AREA#020121612","020121612",12,16,12,"12_16_12",316,9.07
"AREA#020121613","020121613",12,16,13,"12_16_13",202,9.31
"AREA#020121614","020121614",12,16,14,"12_16_14",175,8.63
"AREA#020121701","020121701",12,17,1,"12_17_1",355,7.73
"AREA#020121702","020121702",12,17,2,"12_17_2",381,8.59
"AREA#020121703","020121703",12,17,3,"12_17_3",333,7.77
"AREA#020121704","020121704",12,17,4,"12_17_4",306,9
"AREA#020121705","020121705",12,17,5,"12_17_5",439,9.68
"AREA#020121706","020121706",12,17,6,"12_17_6",414,8.8
"AREA#020121707","020121707",12,17,7,"12_17_7",373,8.25
"AREA#020121708","020121708",12,17,8,"12_17_8",557,9.91
"AREA#020121801","020121801",12,18,1,"12_18_1",231,7.77
"AREA#020121802","020121802",12,18,2,"12_18_2",323,7.27
"AREA#020121803","020121803",12,18,3,"12_18_3",318,7.7
"AREA#020121804","020121804",12,18,4,"12_18_4",308,8.03
"AREA#020121805","020121805",12,18,5,"12_18_5",304,7.96
"AREA#020121806","020121806",12,18,6,"12_18_6",312,7.6
"AREA#020121807","020121807",12,18,7,"12_18_7",336,7.97
"AREA#020121808","020121808",12,18,8,"12_18_8",330,8.02
