"areas","LINK","comuna","fraccion","radio","CO_FRAC_RA","cantidad","capeco"
"AREA#020081405","020081405",8,14,5,"8_14_5",386,5.6
"AREA#020081406","020081406",8,14,6,"8_14_6",251,5.63
"AREA#020081407","020081407",8,14,7,"8_14_7",299,5.59
"AREA#020081408","020081408",8,14,8,"8_14_8",259,5.79
"AREA#020081409","020081409",8,14,9,"8_14_9",336,5.57
"AREA#020081410","020081410",8,14,10,"8_14_10",313,5.08
"AREA#020081501","020081501",8,15,1,"8_15_1",864,3.54
"AREA#020081502","020081502",8,15,2,"8_15_2",655,3.63
"AREA#020081503","020081503",8,15,3,"8_15_3",667,3.53
"AREA#020081504","020081504",8,15,4,"8_15_4",231,3.51
"AREA#020081505","020081505",8,15,5,"8_15_5",877,3.31
"AREA#020081506","020081506",8,15,6,"8_15_6",233,3.54
"AREA#020081507","020081507",8,15,7,"8_15_7",259,3.9
"AREA#020081508","020081508",8,15,8,"8_15_8",359,3.6
"AREA#020081509","020081509",8,15,9,"8_15_9",519,4.7
"AREA#020081510","020081510",8,15,10,"8_15_10",391,5.59
"AREA#020081601","020081601",8,16,1,"8_16_1",299,5.32
"AREA#020081602","020081602",8,16,2,"8_16_2",183,4.1
"AREA#020081603","020081603",8,16,3,"8_16_3",289,4.35
"AREA#020081604","020081604",8,16,4,"8_16_4",266,4.39
"AREA#020081605","020081605",8,16,5,"8_16_5",294,4.91
"AREA#020081606","020081606",8,16,6,"8_16_6",267,5.1
"AREA#020081607","020081607",8,16,7,"8_16_7",276,4.33
"AREA#020081608","020081608",8,16,8,"8_16_8",238,4.47
"AREA#020081609","020081609",8,16,9,"8_16_9",280,4.71
"AREA#020081610","020081610",8,16,10,"8_16_10",279,4.51
"AREA#020081701","020081701",8,17,1,"8_17_1",223,6.72
"AREA#020081702","020081702",8,17,2,"8_17_2",221,7.02
"AREA#020081703","020081703",8,17,3,"8_17_3",327,7.1
"AREA#020081704","020081704",8,17,4,"8_17_4",290,7.4
"AREA#020081705","020081705",8,17,5,"8_17_5",173,7.33
"AREA#020090101","020090101",9,1,1,"9_1_1",206,7.51
"AREA#020090102","020090102",9,1,2,"9_1_2",184,7.93
"AREA#020090103","020090103",9,1,3,"9_1_3",261,8.37
"AREA#020090104","020090104",9,1,4,"9_1_4",269,7.5
"AREA#020090105","020090105",9,1,5,"9_1_5",296,7.68
"AREA#020090106","020090106",9,1,6,"9_1_6",293,7.58
"AREA#020090107","020090107",9,1,7,"9_1_7",260,7.58
"AREA#020090108","020090108",9,1,8,"9_1_8",280,8.29
"AREA#020090109","020090109",9,1,9,"9_1_9",346,8.89
"AREA#020090201","020090201",9,2,1,"9_2_1",349,8.15
"AREA#020090202","020090202",9,2,2,"9_2_2",301,7.7
"AREA#020090203","020090203",9,2,3,"9_2_3",330,8.51
"AREA#020090204","020090204",9,2,4,"9_2_4",414,8.11
"AREA#020090205","020090205",9,2,5,"9_2_5",428,8.54
"AREA#020090206","020090206",9,2,6,"9_2_6",255,7.66
"AREA#020090207","020090207",9,2,7,"9_2_7",300,8.37
"AREA#020090208","020090208",9,2,8,"9_2_8",245,7.4
"AREA#020090209","020090209",9,2,9,"9_2_9",358,8.3
"AREA#020090210","020090210",9,2,10,"9_2_10",305,8.45
"AREA#020090211","020090211",9,2,11,"9_2_11",347,7.67
"AREA#020090212","020090212",9,2,12,"9_2_12",223,7.49
"AREA#020090301","020090301",9,3,1,"9_3_1",267,6.88
"AREA#020090302","020090302",9,3,2,"9_3_2",257,7.4
"AREA#020090303","020090303",9,3,3,"9_3_3",239,8.17
"AREA#020090304","020090304",9,3,4,"9_3_4",242,8.48
"AREA#020090305","020090305",9,3,5,"9_3_5",271,8.49
"AREA#020090306","020090306",9,3,6,"9_3_6",298,8.23
"AREA#020090307","020090307",9,3,7,"9_3_7",316,8.37
"AREA#020090308","020090308",9,3,8,"9_3_8",279,8.18
"AREA#020090309","020090309",9,3,9,"9_3_9",257,8.33
"AREA#020090310","020090310",9,3,10,"9_3_10",283,8.7
"AREA#020090311","020090311",9,3,11,"9_3_11",294,7.69
"AREA#020090312","020090312",9,3,12,"9_3_12",213,8.09
"AREA#020090313","020090313",9,3,13,"9_3_13",315,6.98
"AREA#020090401","020090401",9,4,1,"9_4_1",361,7.72
"AREA#020090402","020090402",9,4,2,"9_4_2",325,7.17
"AREA#020090403","020090403",9,4,3,"9_4_3",343,7.38
"AREA#020090404","020090404",9,4,4,"9_4_4",329,7.17
"AREA#020090405","020090405",9,4,5,"9_4_5",355,7.55
"AREA#020090406","020090406",9,4,6,"9_4_6",251,7.78
"AREA#020090407","020090407",9,4,7,"9_4_7",271,7.25
"AREA#020090408","020090408",9,4,8,"9_4_8",271,6.48
"AREA#020090409","020090409",9,4,9,"9_4_9",256,7.53
"AREA#020090410","020090410",9,4,10,"9_4_10",290,7.78
"AREA#020090411","020090411",9,4,11,"9_4_11",341,7.92
"AREA#020090501","020090501",9,5,1,"9_5_1",310,7.25
"AREA#020090502","020090502",9,5,2,"9_5_2",326,7.57
"AREA#020090503","020090503",9,5,3,"9_5_3",266,7.52
"AREA#020090504","020090504",9,5,4,"9_5_4",303,7.1
"AREA#020090505","020090505",9,5,5,"9_5_5",384,7.68
"AREA#020090506","020090506",9,5,6,"9_5_6",315,7.26
"AREA#020090507","020090507",9,5,7,"9_5_7",314,8.02
"AREA#020090508","020090508",9,5,8,"9_5_8",292,7.62
"AREA#020090509","020090509",9,5,9,"9_5_9",330,8.25
"AREA#020090510","020090510",9,5,10,"9_5_10",319,8.02
"AREA#020090511","020090511",9,5,11,"9_5_11",317,7.25
"AREA#020090601","020090601",9,6,1,"9_6_1",409,7.57
"AREA#020090602","020090602",9,6,2,"9_6_2",260,7.32
"AREA#020090603","020090603",9,6,3,"9_6_3",375,7.55
"AREA#020090604","020090604",9,6,4,"9_6_4",341,7.53
"AREA#020090605","020090605",9,6,5,"9_6_5",412,7.62
"AREA#020090606","020090606",9,6,6,"9_6_6",259,7.02
"AREA#020090607","020090607",9,6,7,"9_6_7",374,7.88
"AREA#020090608","020090608",9,6,8,"9_6_8",283,6.95
"AREA#020090609","020090609",9,6,9,"9_6_9",373,9.43
"AREA#020090610","020090610",9,6,10,"9_6_10",345,7.52
"AREA#020090611","020090611",9,6,11,"9_6_11",309,7.06
"AREA#020090612","020090612",9,6,12,"9_6_12",286,7.43
"AREA#020090701","020090701",9,7,1,"9_7_1",269,7.7
"AREA#020090702","020090702",9,7,2,"9_7_2",300,7.83
"AREA#020090703","020090703",9,7,3,"9_7_3",220,7.77
"AREA#020090704","020090704",9,7,4,"9_7_4",242,7.51
"AREA#020090705","020090705",9,7,5,"9_7_5",257,7.53
"AREA#020090706","020090706",9,7,6,"9_7_6",308,6.98
"AREA#020090707","020090707",9,7,7,"9_7_7",232,7.54
"AREA#020090708","020090708",9,7,8,"9_7_8",275,7.89
"AREA#020090709","020090709",9,7,9,"9_7_9",313,7.28
"AREA#020090710","020090710",9,7,10,"9_7_10",245,6.93
"AREA#020090711","020090711",9,7,11,"9_7_11",278,6.67
"AREA#020090712","020090712",9,7,12,"9_7_12",316,6.9
"AREA#020090713","020090713",9,7,13,"9_7_13",324,7.42
"AREA#020090714","020090714",9,7,14,"9_7_14",299,7.24
"AREA#020090801","020090801",9,8,1,"9_8_1",288,7.35
"AREA#020090802","020090802",9,8,2,"9_8_2",294,6.98
"AREA#020090803","020090803",9,8,3,"9_8_3",294,7.73
"AREA#020090804","020090804",9,8,4,"9_8_4",286,7.85
"AREA#020090805","020090805",9,8,5,"9_8_5",329,6.78
"AREA#020090806","020090806",9,8,6,"9_8_6",353,7.15
"AREA#020090807","020090807",9,8,7,"9_8_7",330,6.03
"AREA#020090808","020090808",9,8,8,"9_8_8",336,6.91
"AREA#020090809","020090809",9,8,9,"9_8_9",250,6.79
"AREA#020090810","020090810",9,8,10,"9_8_10",327,7.03
"AREA#020090811","020090811",9,8,11,"9_8_11",323,6.16
"AREA#020090812","020090812",9,8,12,"9_8_12",331,6.68
"AREA#020090813","020090813",9,8,13,"9_8_13",207,6.61
"AREA#020090901","020090901",9,9,1,"9_9_1",282,7.11
"AREA#020090902","020090902",9,9,2,"9_9_2",268,7.18
"AREA#020090903","020090903",9,9,3,"9_9_3",396,7.61
"AREA#020090904","020090904",9,9,4,"9_9_4",211,6.06
"AREA#020090905","020090905",9,9,5,"9_9_5",261,6.85
"AREA#020090906","020090906",9,9,6,"9_9_6",304,6.92
"AREA#020090907","020090907",9,9,7,"9_9_7",359,7.79
"AREA#020090908","020090908",9,9,8,"9_9_8",205,6.89
"AREA#020090909","020090909",9,9,9,"9_9_9",256,6.86
"AREA#020090910","020090910",9,9,10,"9_9_10",285,6.86
"AREA#020090911","020090911",9,9,11,"9_9_11",275,6.53
"AREA#020090912","020090912",9,9,12,"9_9_12",227,7.14
"AREA#020090913","020090913",9,9,13,"9_9_13",209,6.11
"AREA#020090914","020090914",9,9,14,"9_9_14",311,7.02
"AREA#020091001","020091001",9,10,1,"9_10_1",299,8.05
"AREA#020091002","020091002",9,10,2,"9_10_2",339,7.47
"AREA#020091003","020091003",9,10,3,"9_10_3",330,6.98
"AREA#020091004","020091004",9,10,4,"9_10_4",238,7.72
"AREA#020091005","020091005",9,10,5,"9_10_5",342,7.98
"AREA#020091006","020091006",9,10,6,"9_10_6",282,7.27
"AREA#020091007","020091007",9,10,7,"9_10_7",249,7.82
"AREA#020091008","020091008",9,10,8,"9_10_8",323,8.11
"AREA#020091009","020091009",9,10,9,"9_10_9",170,7.63
"AREA#020091010","020091010",9,10,10,"9_10_10",304,7.9
"AREA#020091011","020091011",9,10,11,"9_10_11",245,7.4
"AREA#020091012","020091012",9,10,12,"9_10_12",224,7.18
"AREA#020091101","020091101",9,11,1,"9_11_1",431,8.23
"AREA#020091102","020091102",9,11,2,"9_11_2",356,7.87
"AREA#020091103","020091103",9,11,3,"9_11_3",292,7.21
"AREA#020091104","020091104",9,11,4,"9_11_4",371,8.02
"AREA#020091105","020091105",9,11,5,"9_11_5",398,7.79
"AREA#020091106","020091106",9,11,6,"9_11_6",328,7.44
"AREA#020091107","020091107",9,11,7,"9_11_7",386,6.91
"AREA#020091108","020091108",9,11,8,"9_11_8",314,7.31
"AREA#020091109","020091109",9,11,9,"9_11_9",318,7.52
"AREA#020091110","020091110",9,11,10,"9_11_10",306,6.86
"AREA#020091111","020091111",9,11,11,"9_11_11",331,7.34
"AREA#020091112","020091112",9,11,12,"9_11_12",415,6.48
"AREA#020091201","020091201",9,12,1,"9_12_1",338,6.91
"AREA#020091202","020091202",9,12,2,"9_12_2",194,6.64
"AREA#020091203","020091203",9,12,3,"9_12_3",283,7.22
"AREA#020091204","020091204",9,12,4,"9_12_4",296,7.24
"AREA#020091205","020091205",9,12,5,"9_12_5",290,7.24
"AREA#020091206","020091206",9,12,6,"9_12_6",338,6.67
"AREA#020091207","020091207",9,12,7,"9_12_7",250,7.16
"AREA#020091208","020091208",9,12,8,"9_12_8",321,7.02
"AREA#020091209","020091209",9,12,9,"9_12_9",293,6.88
"AREA#020091210","020091210",9,12,10,"9_12_10",343,6.8
"AREA#020091211","020091211",9,12,11,"9_12_11",311,6.74
"AREA#020091212","020091212",9,12,12,"9_12_12",232,6.38
"AREA#020091301","020091301",9,13,1,"9_13_1",316,7.01
"AREA#020091302","020091302",9,13,2,"9_13_2",404,6.66
"AREA#020091303","020091303",9,13,3,"9_13_3",402,6.85
"AREA#020091304","020091304",9,13,4,"9_13_4",250,6.21
"AREA#020091305","020091305",9,13,5,"9_13_5",303,6.3
"AREA#020091306","020091306",9,13,6,"9_13_6",300,6.24
"AREA#020091307","020091307",9,13,7,"9_13_7",358,5.85
"AREA#020091401","020091401",9,14,1,"9_14_1",388,6.6
"AREA#020091402","020091402",9,14,2,"9_14_2",307,6.66
"AREA#020091403","020091403",9,14,3,"9_14_3",263,6.08
"AREA#020091404","020091404",9,14,4,"9_14_4",249,5.1
"AREA#020091405","020091405",9,14,5,"9_14_5",457,3.57
"AREA#020091406","020091406",9,14,6,"9_14_6",659,3.31
"AREA#020091407","020091407",9,14,7,"9_14_7",351,3.99
"AREA#020091408","020091408",9,14,8,"9_14_8",428,3.93
"AREA#020091409","020091409",9,14,9,"9_14_9",253,4.91
"AREA#020091410","020091410",9,14,10,"9_14_10",489,4.09
"AREA#020091501","020091501",9,15,1,"9_15_1",217,6.54
"AREA#020091502","020091502",9,15,2,"9_15_2",290,5.7
"AREA#020091503","020091503",9,15,3,"9_15_3",290,6.78
"AREA#020091504","020091504",9,15,4,"9_15_4",272,6.55
"AREA#020091505","020091505",9,15,5,"9_15_5",319,6.58
"AREA#020091506","020091506",9,15,6,"9_15_6",336,7
"AREA#020091507","020091507",9,15,7,"9_15_7",348,5.97
"AREA#020091508","020091508",9,15,8,"9_15_8",283,6.45
"AREA#020091509","020091509",9,15,9,"9_15_9",293,6.19
"AREA#020091510","020091510",9,15,10,"9_15_10",229,6.01
"AREA#020091511","020091511",9,15,11,"9_15_11",311,6.33
"AREA#020091601","020091601",9,16,1,"9_16_1",310,6.17
"AREA#020091602","020091602",9,16,2,"9_16_2",314,6.74
"AREA#020091603","020091603",9,16,3,"9_16_3",228,6.11
"AREA#020091604","020091604",9,16,4,"9_16_4",251,6.67
"AREA#020091605","020091605",9,16,5,"9_16_5",284,5.84
"AREA#020091606","020091606",9,16,6,"9_16_6",326,6.48
"AREA#020091607","020091607",9,16,7,"9_16_7",336,6.11
"AREA#020091608","020091608",9,16,8,"9_16_8",302,6.32
"AREA#020091609","020091609",9,16,9,"9_16_9",340,6.53
"AREA#020091610","020091610",9,16,10,"9_16_10",298,5.64
"AREA#020091611","020091611",9,16,11,"9_16_11",247,5.68
"AREA#020091612","020091612",9,16,12,"9_16_12",259,5.75
"AREA#020091613","020091613",9,16,13,"9_16_13",296,6.12
"AREA#020100101","020100101",10,1,1,"10_1_1",250,8.4
"AREA#020100102","020100102",10,1,2,"10_1_2",353,7.57
"AREA#020100103","020100103",10,1,3,"10_1_3",341,7.95
"AREA#020100104","020100104",10,1,4,"10_1_4",295,7.85
"AREA#020100105","020100105",10,1,5,"10_1_5",258,7.3
"AREA#020100106","020100106",10,1,6,"10_1_6",309,7.74
"AREA#020100107","020100107",10,1,7,"10_1_7",258,7.88
"AREA#020100108","020100108",10,1,8,"10_1_8",353,8.5
"AREA#020100201","020100201",10,2,1,"10_2_1",353,7.66
"AREA#020100202","020100202",10,2,2,"10_2_2",257,8.62
"AREA#020100203","020100203",10,2,3,"10_2_3",245,7.53
"AREA#020100204","020100204",10,2,4,"10_2_4",303,8.17
"AREA#020100205","020100205",10,2,5,"10_2_5",297,7.89
"AREA#020100206","020100206",10,2,6,"10_2_6",393,8.6
"AREA#020100207","020100207",10,2,7,"10_2_7",340,8.03
"AREA#020100208","020100208",10,2,8,"10_2_8",316,8.63
"AREA#020100301","020100301",10,3,1,"10_3_1",222,7.83
"AREA#020100302","020100302",10,3,2,"10_3_2",290,8.57
"AREA#020100303","020100303",10,3,3,"10_3_3",293,8.86
"AREA#020100304","020100304",10,3,4,"10_3_4",218,8.71
"AREA#020100305","020100305",10,3,5,"10_3_5",283,7.7
"AREA#020100306","020100306",10,3,6,"10_3_6",279,7.71
"AREA#020100307","020100307",10,3,7,"10_3_7",342,8.26
"AREA#020100308","020100308",10,3,8,"10_3_8",345,7.88
"AREA#020100401","020100401",10,4,1,"10_4_1",370,8.78
"AREA#020100402","020100402",10,4,2,"10_4_2",402,8.44
"AREA#020100403","020100403",10,4,3,"10_4_3",302,8.03
"AREA#020100404","020100404",10,4,4,"10_4_4",288,8.16
"AREA#020100405","020100405",10,4,5,"10_4_5",286,8.62
"AREA#020100406","020100406",10,4,6,"10_4_6",235,8.73
"AREA#020100407","020100407",10,4,7,"10_4_7",301,8.13
"AREA#020100408","020100408",10,4,8,"10_4_8",264,8.41
"AREA#020100409","020100409",10,4,9,"10_4_9",305,8.18
"AREA#020100501","020100501",10,5,1,"10_5_1",243,7.33
"AREA#020100502","020100502",10,5,2,"10_5_2",292,7.88
"AREA#020100503","020100503",10,5,3,"10_5_3",355,8.19
"AREA#020100504","020100504",10,5,4,"10_5_4",324,7.32
"AREA#020100505","020100505",10,5,5,"10_5_5",299,8.11
"AREA#020100506","020100506",10,5,6,"10_5_6",339,7.36
"AREA#020100507","020100507",10,5,7,"10_5_7",307,7.28
"AREA#020100508","020100508",10,5,8,"10_5_8",357,7.87
"AREA#020100509","020100509",10,5,9,"10_5_9",264,7.92
"AREA#020100510","020100510",10,5,10,"10_5_10",297,7.26
"AREA#020100511","020100511",10,5,11,"10_5_11",248,7.89
"AREA#020100512","020100512",10,5,12,"10_5_12",265,7.46
"AREA#020100513","020100513",10,5,13,"10_5_13",288,7.51
"AREA#020100514","020100514",10,5,14,"10_5_14",269,7.77
"AREA#020100601","020100601",10,6,1,"10_6_1",231,7.66
"AREA#020100602","020100602",10,6,2,"10_6_2",247,7.6
"AREA#020100603","020100603",10,6,3,"10_6_3",388,7.56
"AREA#020100604","020100604",10,6,4,"10_6_4",319,7.93
"AREA#020100605","020100605",10,6,5,"10_6_5",353,8.59
"AREA#020100606","020100606",10,6,6,"10_6_6",298,8.38
"AREA#020100607","020100607",10,6,7,"10_6_7",285,8.48
"AREA#020100608","020100608",10,6,8,"10_6_8",339,8.16
"AREA#020100609","020100609",10,6,9,"10_6_9",357,8.19
"AREA#020100610","020100610",10,6,10,"10_6_10",422,7.6
"AREA#020100611","020100611",10,6,11,"10_6_11",280,8.06
"AREA#020100612","020100612",10,6,12,"10_6_12",268,8.59
"AREA#020100613","020100613",10,6,13,"10_6_13",396,8.09
"AREA#020100701","020100701",10,7,1,"10_7_1",383,8.33
"AREA#020100702","020100702",10,7,2,"10_7_2",407,8.41
"AREA#020100703","020100703",10,7,3,"10_7_3",472,7.87
"AREA#020100704","020100704",10,7,4,"10_7_4",436,8.43
"AREA#020100705","020100705",10,7,5,"10_7_5",366,7.7
"AREA#020100706","020100706",10,7,6,"10_7_6",344,8.02
"AREA#020100707","020100707",10,7,7,"10_7_7",516,7.83
"AREA#020100708","020100708",10,7,8,"10_7_8",385,8.31
"AREA#020100709","020100709",10,7,9,"10_7_9",339,7.68
"AREA#020100710","020100710",10,7,10,"10_7_10",402,7.67
"AREA#020100801","020100801",10,8,1,"10_8_1",406,7.86
"AREA#020100802","020100802",10,8,2,"10_8_2",430,8.1
"AREA#020100803","020100803",10,8,3,"10_8_3",319,8.99
"AREA#020100804","020100804",10,8,4,"10_8_4",368,8.3
"AREA#020100805","020100805",10,8,5,"10_8_5",302,7.76
"AREA#020100806","020100806",10,8,6,"10_8_6",291,7.69
"AREA#020100807","020100807",10,8,7,"10_8_7",427,8.01
"AREA#020100808","020100808",10,8,8,"10_8_8",409,8
"AREA#020100809","020100809",10,8,9,"10_8_9",270,8.56
"AREA#020100901","020100901",10,9,1,"10_9_1",329,7.98
"AREA#020100902","020100902",10,9,2,"10_9_2",321,7.5
"AREA#020100903","020100903",10,9,3,"10_9_3",303,7.98
"AREA#020100904","020100904",10,9,4,"10_9_4",312,8.08
"AREA#020100905","020100905",10,9,5,"10_9_5",306,7.65
"AREA#020100906","020100906",10,9,6,"10_9_6",343,7.65
"AREA#020100907","020100907",10,9,7,"10_9_7",312,7.89
"AREA#020100908","020100908",10,9,8,"10_9_8",260,8.1
"AREA#020100909","020100909",10,9,9,"10_9_9",250,8.32
"AREA#020100910","020100910",10,9,10,"10_9_10",279,7.74
"AREA#020101001","020101001",10,10,1,"10_10_1",281,7.58
"AREA#020101002","020101002",10,10,2,"10_10_2",351,7.59
"AREA#020101003","020101003",10,10,3,"10_10_3",318,8.35
"AREA#020101004","020101004",10,10,4,"10_10_4",284,8.88
"AREA#020101005","020101005",10,10,5,"10_10_5",314,7.94
"AREA#020101006","020101006",10,10,6,"10_10_6",315,8.74
"AREA#020101007","020101007",10,10,7,"10_10_7",308,8.05
"AREA#020101008","020101008",10,10,8,"10_10_8",254,8.12
"AREA#020101009","020101009",10,10,9,"10_10_9",350,7.62
"AREA#020101010","020101010",10,10,10,"10_10_10",262,7.74
"AREA#020101011","020101011",10,10,11,"10_10_11",304,7.51
"AREA#020101012","020101012",10,10,12,"10_10_12",346,7.82
"AREA#020101101","020101101",10,11,1,"10_11_1",309,8.53
"AREA#020101102","020101102",10,11,2,"10_11_2",433,8.04
"AREA#020101103","020101103",10,11,3,"10_11_3",354,8.12
"AREA#020101104","020101104",10,11,4,"10_11_4",394,7.48
"AREA#020101105","020101105",10,11,5,"10_11_5",302,6.9
"AREA#020101106","020101106",10,11,6,"10_11_6",183,7.1
"AREA#020101107","020101107",10,11,7,"10_11_7",377,7.82
"AREA#020101108","020101108",10,11,8,"10_11_8",344,8.33
"AREA#020101109","020101109",10,11,9,"10_11_9",383,8.23
"AREA#020101110","020101110",10,11,10,"10_11_10",296,8.52
"AREA#020101111","020101111",10,11,11,"10_11_11",251,7.73
"AREA#020101201","020101201",10,12,1,"10_12_1",348,8.35
"AREA#020101202","020101202",10,12,2,"10_12_2",371,8.8
"AREA#020101203","020101203",10,12,3,"10_12_3",310,7.8
"AREA#020101204","020101204",10,12,4,"10_12_4",244,7.57
"AREA#020101205","020101205",10,12,5,"10_12_5",190,7.22
"AREA#020101206","020101206",10,12,6,"10_12_6",214,7.44
"AREA#020101207","020101207",10,12,7,"10_12_7",238,8.2
"AREA#020101208","020101208",10,12,8,"10_12_8",311,8.21
"AREA#020101209","020101209",10,12,9,"10_12_9",308,8.89
"AREA#020101210","020101210",10,12,10,"10_12_10",246,8.43
"AREA#020101301","020101301",10,13,1,"10_13_1",227,7.83
"AREA#020101302","020101302",10,13,2,"10_13_2",256,8.08
"AREA#020101303","020101303",10,13,3,"10_13_3",261,7.75
"AREA#020101304","020101304",10,13,4,"10_13_4",248,8.94
"AREA#020101305","020101305",10,13,5,"10_13_5",316,8.31
"AREA#020101306","020101306",10,13,6,"10_13_6",279,8.19
"AREA#020101307","020101307",10,13,7,"10_13_7",257,8.22
"AREA#020101308","020101308",10,13,8,"10_13_8",290,9.12
"AREA#020101309","020101309",10,13,9,"10_13_9",282,8.26
"AREA#020101310","020101310",10,13,10,"10_13_10",231,8.97
"AREA#020101311","020101311",10,13,11,"10_13_11",287,8.83
"AREA#020101312","020101312",10,13,12,"10_13_12",267,9.06
"AREA#020101401","020101401",10,14,1,"10_14_1",334,7.75
"AREA#020101402","020101402",10,14,2,"10_14_2",315,7.72
"AREA#020101403","020101403",10,14,3,"10_14_3",322,7.53
"AREA#020101404","020101404",10,14,4,"10_14_4",296,8.48
"AREA#020101405","020101405",10,14,5,"10_14_5",262,8.7
"AREA#020101406","020101406",10,14,6,"10_14_6",205,8.43
"AREA#020101407","020101407",10,14,7,"10_14_7",291,7.67
"AREA#020101408","020101408",10,14,8,"10_14_8",253,7.96
"AREA#020101409","020101409",10,14,9,"10_14_9",337,8.31
"AREA#020101410","020101410",10,14,10,"10_14_10",341,8.61
"AREA#020101411","020101411",10,14,11,"10_14_11",267,7.82
"AREA#020101501","020101501",10,15,1,"10_15_1",263,8.04
"AREA#020101502","020101502",10,15,2,"10_15_2",347,7.65
"AREA#020101503","020101503",10,15,3,"10_15_3",202,7.44
"AREA#020101504","020101504",10,15,4,"10_15_4",247,8.21
"AREA#020101505","020101505",10,15,5,"10_15_5",298,8.9
"AREA#020101506","020101506",10,15,6,"10_15_6",249,8.39
"AREA#020101507","020101507",10,15,7,"10_15_7",225,8.19
"AREA#020101508","020101508",10,15,8,"10_15_8",376,7.01
"AREA#020101509","020101509",10,15,9,"10_15_9",459,8.37
"AREA#020101601","020101601",10,16,1,"10_16_1",272,8.46
"AREA#020101602","020101602",10,16,2,"10_16_2",408,7.76
"AREA#020101603","020101603",10,16,3,"10_16_3",283,7.5
"AREA#020101604","020101604",10,16,4,"10_16_4",344,8.39
"AREA#020101605","020101605",10,16,5,"10_16_5",390,8.33
"AREA#020101606","020101606",10,16,6,"10_16_6",357,8.38
"AREA#020101607","020101607",10,16,7,"10_16_7",290,8.42
"AREA#020101608","020101608",10,16,8,"10_16_8",312,7.65
"AREA#020101609","020101609",10,16,9,"10_16_9",338,7.5
"AREA#020101701","020101701",10,17,1,"10_17_1",313,8.38
"AREA#020101702","020101702",10,17,2,"10_17_2",372,8.49
"AREA#020101703","020101703",10,17,3,"10_17_3",360,8.1
"AREA#020101704","020101704",10,17,4,"10_17_4",378,8.91
"AREA#020101705","020101705",10,17,5,"10_17_5",367,7.96
"AREA#020101706","020101706",10,17,6,"10_17_6",308,7.57
"AREA#020101707","020101707",10,17,7,"10_17_7",289,7.75
"AREA#020101708","020101708",10,17,8,"10_17_8",246,7.94
"AREA#020101709","020101709",10,17,9,"10_17_9",239,7.77
"AREA#020101710","020101710",10,17,10,"10_17_10",269,7.79
"AREA#020101801","020101801",10,18,1,"10_18_1",280,8.08
"AREA#020101802","020101802",10,18,2,"10_18_2",270,8.14
"AREA#020101803","020101803",10,18,3,"10_18_3",337,7.94
"AREA#020101804","020101804",10,18,4,"10_18_4",398,8
"AREA#020101805","020101805",10,18,5,"10_18_5",280,8.43
"AREA#020101806","020101806",10,18,6,"10_18_6",280,8.61
"AREA#020101807","020101807",10,18,7,"10_18_7",365,8.47
"AREA#020101808","020101808",10,18,8,"10_18_8",188,8.4
"AREA#020101809","020101809",10,18,9,"10_18_9",462,9.15
"AREA#020101810","020101810",10,18,10,"10_18_10",191,8.42
"AREA#020101811","020101811",10,18,11,"10_18_11",225,7.38
"AREA#020101812","020101812",10,18,12,"10_18_12",297,7.62
"AREA#020101901","020101901",10,19,1,"10_19_1",265,8.53
"AREA#020101902","020101902",10,19,2,"10_19_2",436,7.78
"AREA#020101903","020101903",10,19,3,"10_19_3",358,7.07
"AREA#020101904","020101904",10,19,4,"10_19_4",340,8.32
"AREA#020101905","020101905",10,19,5,"10_19_5",348,8.54
"AREA#020101906","020101906",10,19,6,"10_19_6",347,7.99
"AREA#020101907","020101907",10,19,7,"10_19_7",328,8.86
"AREA#020101908","020101908",10,19,8,"10_19_8",215,8.05
"AREA#020101909","020101909",10,19,9,"10_19_9",278,8.84
"AREA#020101910","020101910",10,19,10,"10_19_10",402,7.54
"AREA#020101911","020101911",10,19,11,"10_19_11",345,8.49
"AREA#020101912","020101912",10,19,12,"10_19_12",429,8.85
"AREA#020110101","020110101",11,1,1,"11_1_1",325,8.13
"AREA#020110102","020110102",11,1,2,"11_1_2",339,8.53
"AREA#020110103","020110103",11,1,3,"11_1_3",248,7.83
"AREA#020110104","020110104",11,1,4,"11_1_4",316,8.53
"AREA#020110105","020110105",11,1,5,"11_1_5",221,8.68
"AREA#020110106","020110106",11,1,6,"11_1_6",278,7.85
"AREA#020110107","020110107",11,1,7,"11_1_7",253,8.77
"AREA#020110108","020110108",11,1,8,"11_1_8",295,8.62
"AREA#020110109","020110109",11,1,9,"11_1_9",304,8.91
"AREA#020110110","020110110",11,1,10,"11_1_10",340,9.24
"AREA#020110111","020110111",11,1,11,"11_1_11",404,9.17
"AREA#020110112","020110112",11,1,12,"11_1_12",269,8.57
"AREA#020110201","020110201",11,2,1,"11_2_1",286,8.6
"AREA#020110202","020110202",11,2,2,"11_2_2",361,8.7
"AREA#020110203","020110203",11,2,3,"11_2_3",287,9.13
"AREA#020110204","020110204",11,2,4,"11_2_4",223,9.25
"AREA#020110205","020110205",11,2,5,"11_2_5",389,8.89
"AREA#020110206","020110206",11,2,6,"11_2_6",358,8.92
"AREA#020110207","020110207",11,2,7,"11_2_7",313,9.68
"AREA#020110208","020110208",11,2,8,"11_2_8",303,9.17
"AREA#020110209","020110209",11,2,9,"11_2_9",239,9.38
"AREA#020110210","020110210",11,2,10,"11_2_10",349,9.68
