;;;
;;;
;;;
Categorías;Casos;%;Acumulado %
0;52;17;17
1;250;83;100
Total;302;100;100
;;;
AREA # 020011809;220;;
;;;
Categorías;Casos;%;Acumulado %
0;40;13;13
1;263;87;100
Total;303;100;100
;;;
AREA # 020011901;221;;
;;;
Categorías;Casos;%;Acumulado %
0;87;21;21
1;337;79;100
Total;424;100;100
;;;
AREA # 020011902;222;;
;;;
Categorías;Casos;%;Acumulado %
0;57;11;11
1;444;89;100
Total;501;100;100
;;;
AREA # 020011903;223;;
;;;
Categorías;Casos;%;Acumulado %
0;29;20;20
1;119;80;100
Total;148;100;100
;;;
AREA # 020011904;224;;
;;;
Categorías;Casos;%;Acumulado %
0;45;15;15
1;259;85;100
Total;304;100;100
;;;
AREA # 020011905;225;;
;;;
Categorías;Casos;%;Acumulado %
0;37;14;14
1;237;87;100
Total;274;100;100
;;;
AREA # 020011906;226;;
;;;
Categorías;Casos;%;Acumulado %
0;44;20;20
1;174;80;100
Total;218;100;100
;;;
AREA # 020011907;227;;
;;;
Categorías;Casos;%;Acumulado %
0;84;26;26
1;243;74;100
Total;327;100;100
;;;
AREA # 020011908;228;;
;;;
Categorías;Casos;%;Acumulado %
0;52;32;32
1;111;68;100
Total;163;100;100
;;;
AREA # 020011909;229;;
;;;
Categorías;Casos;%;Acumulado %
0;23;10;10
1;201;90;100
Total;224;100;100
;;;
AREA # 020012001;230;;
;;;
Categorías;Casos;%;Acumulado %
0;57;22;22
1;203;78;100
Total;260;100;100
;;;
AREA # 020012002;231;;
;;;
Categorías;Casos;%;Acumulado %
0;42;14;14
1;257;86;100
Total;299;100;100
;;;
AREA # 020012003;232;;
;;;
Categorías;Casos;%;Acumulado %
0;32;13;13
1;206;87;100
Total;238;100;100
;;;
AREA # 020012004;233;;
;;;
Categorías;Casos;%;Acumulado %
0;50;15;15
1;293;85;100
Total;343;100;100
;;;
AREA # 020012005;234;;
;;;
Categorías;Casos;%;Acumulado %
0;45;13;13
1;307;87;100
Total;352;100;100
;;;
AREA # 020012006;235;;
;;;
Categorías;Casos;%;Acumulado %
0;43;13;13
1;294;87;100
Total;337;100;100
;;;
AREA # 020012007;236;;
;;;
Categorías;Casos;%;Acumulado %
0;26;13;13
1;181;87;100
Total;207;100;100
;;;
AREA # 020012008;237;;
;;;
Categorías;Casos;%;Acumulado %
0;46;21;21
1;173;79;100
Total;219;100;100
;;;
AREA # 020012009;238;;
;;;
Categorías;Casos;%;Acumulado %
0;35;14;14
1;212;86;100
Total;247;100;100
;;;
AREA # 020012010;239;;
;;;
Categorías;Casos;%;Acumulado %
0;43;14;14
1;275;86;100
Total;318;100;100
;;;
AREA # 020012101;240;;
;;;
Categorías;Casos;%;Acumulado %
0;57;21;21
1;210;79;100
Total;267;100;100
;;;
AREA # 020012102;241;;
;;;
Categorías;Casos;%;Acumulado %
0;72;27;27
1;194;73;100
Total;266;100;100
;;;
AREA # 020012103;242;;
;;;
Categorías;Casos;%;Acumulado %
0;36;21;21
1;134;79;100
Total;170;100;100
;;;
AREA # 020012104;243;;
;;;
Categorías;Casos;%;Acumulado %
0;113;23;23
1;388;77;100
Total;501;100;100
;;;
AREA # 020012105;244;;
;;;
Categorías;Casos;%;Acumulado %
0;47;17;17
1;230;83;100
Total;277;100;100
;;;
AREA # 020012106;245;;
;;;
Categorías;Casos;%;Acumulado %
0;49;18;18
1;217;82;100
Total;266;100;100
;;;
AREA # 020012107;246;;
;;;
Categorías;Casos;%;Acumulado %
0;69;21;21
1;264;79;100
Total;333;100;100
;;;
AREA # 020012108;247;;
;;;
Categorías;Casos;%;Acumulado %
0;33;14;14
1;210;86;100
Total;243;100;100
;;;
AREA # 020012109;248;;
;;;
Categorías;Casos;%;Acumulado %
0;40;12;12
1;289;88;100
Total;329;100;100
;;;
AREA # 020012110;249;;
;;;
Categorías;Casos;%;Acumulado %
0;57;15;15
1;321;85;100
Total;378;100;100
;;;
AREA # 020012201;250;;
;;;
Categorías;Casos;%;Acumulado %
0;30;11;11
1;237;89;100
Total;267;100;100
;;;
AREA # 020012202;251;;
;;;
Categorías;Casos;%;Acumulado %
0;50;12;12
1;374;88;100
Total;424;100;100
;;;
AREA # 020012203;252;;
;;;
Categorías;Casos;%;Acumulado %
0;72;19;19
1;299;81;100
Total;371;100;100
;;;
AREA # 020012204;253;;
;;;
Categorías;Casos;%;Acumulado %
0;40;19;19
1;169;81;100
Total;209;100;100
;;;
AREA # 020012205;254;;
;;;
Categorías;Casos;%;Acumulado %
0;26;14;14
1;162;86;100
Total;188;100;100
;;;
AREA # 020012206;255;;
;;;
Categorías;Casos;%;Acumulado %
0;32;12;12
1;229;88;100
Total;261;100;100
;;;
AREA # 020012207;256;;
;;;
Categorías;Casos;%;Acumulado %
0;62;23;23
1;208;77;100
Total;270;100;100
;;;
AREA # 020012208;257;;
;;;
Categorías;Casos;%;Acumulado %
0;39;14;14
1;239;86;100
Total;278;100;100
;;;
AREA # 020012209;258;;
;;;
Categorías;Casos;%;Acumulado %
0;56;15;15
1;321;85;100
Total;377;100;100
;;;
AREA # 020012210;259;;
;;;
Categorías;Casos;%;Acumulado %
0;81;14;14
1;502;86;100
Total;583;100;100
;;;
AREA # 020012301;260;;
;;;
Categorías;Casos;%;Acumulado %
0;36;13;13
1;237;87;100
Total;273;100;100
;;;
AREA # 020012302;261;;
;;;
Categorías;Casos;%;Acumulado %
0;37;17;17
1;183;83;100
Total;220;100;100
;;;
AREA # 020012303;262;;
;;;
Categorías;Casos;%;Acumulado %
0;56;15;15
1;323;85;100
Total;379;100;100
;;;
AREA # 020012304;263;;
;;;
Categorías;Casos;%;Acumulado %
0;26;20;20
1;106;80;100
Total;132;100;100
;;;
AREA # 020012305;264;;
;;;
Categorías;Casos;%;Acumulado %
0;44;19;19
1;184;81;100
Total;228;100;100
;;;
AREA # 020012306;265;;
;;;
Categorías;Casos;%;Acumulado %
0;29;13;13
1;186;87;100
Total;215;100;100
;;;
AREA # 020012307;266;;
;;;
Categorías;Casos;%;Acumulado %
0;65;25;25
1;200;75;100
Total;265;100;100
;;;
AREA # 020012308;267;;
;;;
Categorías;Casos;%;Acumulado %
0;52;16;16
1;264;84;100
Total;316;100;100
;;;
AREA # 020012309;268;;
;;;
Categorías;Casos;%;Acumulado %
0;51;13;13
1;355;87;100
Total;406;100;100
;;;
AREA # 020012310;269;;
;;;
Categorías;Casos;%;Acumulado %
0;34;23;23
1;117;77;100
Total;151;100;100
;;;
AREA # 020012401;270;;
;;;
Categorías;Casos;%;Acumulado %
0;15;13;13
1;100;87;100
Total;115;100;100
;;;
AREA # 020012402;271;;
;;;
Categorías;Casos;%;Acumulado %
0;15;10;10
1;132;90;100
Total;147;100;100
;;;
AREA # 020012403;272;;
;;;
Categorías;Casos;%;Acumulado %
0;34;17;17
1;171;83;100
Total;205;100;100
;;;
AREA # 020012404;273;;
;;;
Categorías;Casos;%;Acumulado %
0;19;11;11
1;150;89;100
Total;169;100;100
;;;
AREA # 020012405;274;;
;;;
Categorías;Casos;%;Acumulado %
0;26;15;15
1;142;85;100
Total;168;100;100
;;;
AREA # 020012406;275;;
;;;
Categorías;Casos;%;Acumulado %
0;51;14;14
1;318;86;100
Total;369;100;100
;;;
AREA # 020012407;276;;
;;;
Categorías;Casos;%;Acumulado %
0;44;17;17
1;217;83;100
Total;261;100;100
;;;
AREA # 020012408;277;;
;;;
Categorías;Casos;%;Acumulado %
0;33;18;18
1;152;82;100
Total;185;100;100
;;;
AREA # 020012501;278;;
;;;
Categorías;Casos;%;Acumulado %
0;29;17;17
1;146;83;100
Total;175;100;100
;;;
AREA # 020012502;279;;
;;;
Categorías;Casos;%;Acumulado %
0;29;16;16
1;151;84;100
Total;180;100;100
;;;
AREA # 020012503;280;;
;;;
Categorías;Casos;%;Acumulado %
0;27;12;12
1;197;88;100
Total;224;100;100
;;;
AREA # 020012504;281;;
;;;
Categorías;Casos;%;Acumulado %
0;34;8;8
1;396;92;100
Total;430;100;100
;;;
AREA # 020012505;282;;
;;;
Categorías;Casos;%;Acumulado %
0;27;12;12
1;201;88;100
Total;228;100;100
;;;
AREA # 020012506;283;;
;;;
Categorías;Casos;%;Acumulado %
0;73;21;21
1;278;79;100
Total;351;100;100
;;;
AREA # 020012507;284;;
;;;
Categorías;Casos;%;Acumulado %
0;28;14;14
1;166;86;100
Total;194;100;100
;;;
AREA # 020012508;285;;
;;;
Categorías;Casos;%;Acumulado %
0;40;12;12
1;283;88;100
Total;323;100;100
;;;
AREA # 020012509;286;;
;;;
Categorías;Casos;%;Acumulado %
0;54;25;25
1;160;75;100
Total;214;100;100
;;;
AREA # 020012510;287;;
;;;
Categorías;Casos;%;Acumulado %
0;18;8;8
1;209;92;100
Total;227;100;100
;;;
AREA # 020012511;288;;
;;;
Categorías;Casos;%;Acumulado %
0;29;11;11
1;224;89;100
Total;253;100;100
;;;
AREA # 020012601;289;;
;;;
Categorías;Casos;%;Acumulado %
0;58;22;22
1;200;78;100
Total;258;100;100
;;;
AREA # 020012602;290;;
;;;
Categorías;Casos;%;Acumulado %
0;66;21;21
1;254;79;100
Total;320;100;100
;;;
AREA # 020012603;291;;
;;;
Categorías;Casos;%;Acumulado %
0;31;14;14
1;186;86;100
Total;217;100;100
;;;
AREA # 020012604;292;;
;;;
Categorías;Casos;%;Acumulado %
0;25;10;10
1;219;90;100
Total;244;100;100
;;;
AREA # 020012605;293;;
;;;
Categorías;Casos;%;Acumulado %
0;42;14;14
1;268;86;100
Total;310;100;100
;;;
AREA # 020012606;294;;
;;;
Categorías;Casos;%;Acumulado %
0;21;10;10
1;193;90;100
Total;214;100;100
;;;
AREA # 020012607;295;;
;;;
Categorías;Casos;%;Acumulado %
0;11;8;8
1;131;92;100
Total;142;100;100
;;;
AREA # 020012608;296;;
;;;
Categorías;Casos;%;Acumulado %
0;19;9;9
1;194;91;100
Total;213;100;100
;;;
AREA # 020012609;297;;
;;;
Categorías;Casos;%;Acumulado %
0;39;12;12
1;277;88;100
Total;316;100;100
;;;
AREA # 020012701;298;;
;;;
Categorías;Casos;%;Acumulado %
0;37;16;16
1;200;84;100
Total;237;100;100
;;;
AREA # 020012702;299;;
;;;
Categorías;Casos;%;Acumulado %
0;118;41;41
1;168;59;100
Total;286;100;100
;;;
AREA # 020012703;300;;
;;;
Categorías;Casos;%;Acumulado %
0;74;25;25
1;223;75;100
Total;297;100;100
;;;
AREA # 020012704;301;;
;;;
Categorías;Casos;%;Acumulado %
0;82;25;25
1;244;75;100
Total;326;100;100
;;;
AREA # 020012705;302;;
;;;
Categorías;Casos;%;Acumulado %
0;34;12;12
1;254;88;100
Total;288;100;100
;;;
AREA # 020012706;303;;
;;;
Categorías;Casos;%;Acumulado %
0;147;41;41
1;213;59;100
Total;360;100;100
;;;
AREA # 020012707;304;;
;;;
Categorías;Casos;%;Acumulado %
0;99;37;37
1;169;63;100
Total;268;100;100
;;;
AREA # 020012708;305;;
;;;
Categorías;Casos;%;Acumulado %
0;62;23;23
1;204;77;100
Total;266;100;100
;;;
AREA # 020012709;306;;
;;;
Categorías;Casos;%;Acumulado %
0;60;19;19
1;264;81;100
Total;324;100;100
;;;
AREA # 020012710;307;;
;;;
Categorías;Casos;%;Acumulado %
0;29;12;12
1;219;88;100
Total;248;100;100
;;;
AREA # 020012801;308;;
;;;
Categorías;Casos;%;Acumulado %
0;31;14;14
1;191;86;100
Total;222;100;100
;;;
AREA # 020012802;309;;
;;;
Categorías;Casos;%;Acumulado %
0;60;17;17
1;287;83;100
Total;347;100;100
;;;
AREA # 020012803;310;;
;;;
Categorías;Casos;%;Acumulado %
0;48;20;20
1;197;80;100
Total;245;100;100
;;;
AREA # 020012804;311;;
;;;
Categorías;Casos;%;Acumulado %
0;65;23;23
1;218;77;100
Total;283;100;100
;;;
AREA # 020012805;312;;
;;;
Categorías;Casos;%;Acumulado %
0;49;14;14
1;305;86;100
Total;354;100;100
;;;
AREA # 020012806;313;;
;;;
Categorías;Casos;%;Acumulado %
0;56;20;20
1;225;80;100
Total;281;100;100
;;;
AREA # 020012807;314;;
;;;
Categorías;Casos;%;Acumulado %
0;60;19;19
1;254;81;100
Total;314;100;100
;;;
AREA # 020012808;315;;
;;;
Categorías;Casos;%;Acumulado %
0;17;15;15
1;96;85;100
Total;113;100;100
;;;
AREA # 020012809;316;;
;;;
Categorías;Casos;%;Acumulado %
0;68;26;26
1;198;74;100
Total;266;100;100
;;;
AREA # 020012810;317;;
;;;
Categorías;Casos;%;Acumulado %
0;118;33;33
1;237;67;100
Total;355;100;100
;;;
AREA # 020012811;318;;
;;;
Categorías;Casos;%;Acumulado %
0;58;23;23
1;192;77;100
Total;250;100;100
;;;
AREA # 020012812;319;;
;;;
Categorías;Casos;%;Acumulado %
0;44;19;19
1;192;81;100
Total;236;100;100
;;;
AREA # 020012813;320;;
;;;
Categorías;Casos;%;Acumulado %
0;40;15;15
1;223;85;100
Total;263;100;100
;;;
AREA # 020012901;321;;
;;;
Categorías;Casos;%;Acumulado %
0;95;23;23
1;326;77;100
Total;421;100;100
;;;
AREA # 020012902;322;;
;;;
Categorías;Casos;%;Acumulado %
0;59;22;22
1;207;78;100
Total;266;100;100
;;;
AREA # 020012903;323;;
;;;
Categorías;Casos;%;Acumulado %
0;66;24;24
1;211;76;100
Total;277;100;100
;;;
AREA # 020012904;324;;
;;;
Categorías;Casos;%;Acumulado %
0;62;23;23
1;211;77;100
Total;273;100;100
;;;
AREA # 020012905;325;;
;;;
Categorías;Casos;%;Acumulado %
0;60;20;20
1;247;80;100
Total;307;100;100
;;;
AREA # 020012906;326;;
;;;
Categorías;Casos;%;Acumulado %
0;60;19;19
1;263;81;100
Total;323;100;100
;;;
AREA # 020012907;327;;
;;;
Categorías;Casos;%;Acumulado %
0;51;15;15
1;279;85;100
Total;330;100;100
;;;
AREA # 020012908;328;;
;;;
Categorías;Casos;%;Acumulado %
0;57;22;22
1;204;78;100
Total;261;100;100
;;;
AREA # 020012909;329;;
;;;
Categorías;Casos;%;Acumulado %
0;58;15;15
1;319;85;100
Total;377;100;100
;;;
AREA # 020020101;330;;
;;;
Categorías;Casos;%;Acumulado %
0;7;27;27
1;19;73;100
Total;26;100;100
;;;
AREA # 020020102;331;;
;;;
Categorías;Casos;%;Acumulado %
0;8;6;6
1;127;94;100
Total;135;100;100
;;;
AREA # 020020201;332;;
;;;
Categorías;Casos;%;Acumulado %
0;22;9;9
1;233;91;100
Total;255;100;100
;;;
AREA # 020020202;333;;
;;;
Categorías;Casos;%;Acumulado %
0;35;10;10
1;327;90;100
Total;362;100;100
;;;
AREA # 020020203;334;;
;;;
Categorías;Casos;%;Acumulado %
0;31;13;13
1;210;87;100
Total;241;100;100
;;;
AREA # 020020204;335;;
;;;
Categorías;Casos;%;Acumulado %
0;21;10;10
1;184;90;100
Total;205;100;100
;;;
AREA # 020020205;336;;
;;;
Categorías;Casos;%;Acumulado %
0;23;9;9
1;237;91;100
Total;260;100;100
;;;
AREA # 020020206;337;;
;;;
Categorías;Casos;%;Acumulado %
0;11;6;6
1;186;94;100
Total;197;100;100
;;;
AREA # 020020207;338;;
;;;
Categorías;Casos;%;Acumulado %
0;10;7;7
1;131;93;100
Total;141;100;100
;;;
AREA # 020020208;339;;
;;;
Categorías;Casos;%;Acumulado %
0;44;16;16
1;239;84;100
Total;283;100;100
;;;
AREA # 020020301;340;;
;;;
Categorías;Casos;%;Acumulado %
0;40;10;10
1;359;90;100
Total;399;100;100
;;;
AREA # 020020302;341;;
;;;
Categorías;Casos;%;Acumulado %
0;69;17;17
1;342;83;100
Total;411;100;100
;;;
AREA # 020020303;342;;
;;;
Categorías;Casos;%;Acumulado %
0;9;9;9
1;92;91;100
Total;101;100;100
;;;
AREA # 020020304;343;;
;;;
Categorías;Casos;%;Acumulado %
0;9;5;5
1;179;95;100
Total;188;100;100
;;;
AREA # 020020305;344;;
;;;
Categorías;Casos;%;Acumulado %
0;29;10;10
1;267;90;100
Total;296;100;100
;;;
AREA # 020020306;345;;
;;;
Categorías;Casos;%;Acumulado %
0;46;17;17
1;231;83;100
Total;277;100;100
;;;
AREA # 020020307;346;;
;;;
Categorías;Casos;%;Acumulado %
0;37;10;10
1;316;90;100
Total;353;100;100
;;;
AREA # 020020308;347;;
;;;
Categorías;Casos;%;Acumulado %
0;14;6;6
1;221;94;100
Total;235;100;100
;;;
AREA # 020020401;348;;
;;;
Categorías;Casos;%;Acumulado %
0;34;11;11
1;280;89;100
Total;314;100;100
;;;
AREA # 020020402;349;;
;;;
Categorías;Casos;%;Acumulado %
0;19;17;17
1;91;83;100
Total;110;100;100
;;;
AREA # 020020403;350;;
;;;
Categorías;Casos;%;Acumulado %
0;32;21;21
1;117;79;100
Total;149;100;100
;;;
AREA # 020020404;351;;
;;;
Categorías;Casos;%;Acumulado %
0;22;11;11
1;174;89;100
Total;196;100;100
;;;
AREA # 020020405;352;;
;;;
Categorías;Casos;%;Acumulado %
0;33;12;12
1;251;88;100
Total;284;100;100
;;;
AREA # 020020406;353;;
;;;
Categorías;Casos;%;Acumulado %
0;23;11;11
1;189;89;100
Total;212;100;100
;;;
AREA # 020020407;354;;
;;;
Categorías;Casos;%;Acumulado %
0;28;12;12
1;208;88;100
Total;236;100;100
;;;
AREA # 020020408;355;;
;;;
Categorías;Casos;%;Acumulado %
0;51;12;12
1;377;88;100
Total;428;100;100
;;;
AREA # 020020409;356;;
;;;
Categorías;Casos;%;Acumulado %
0;54;16;16
1;279;84;100
Total;333;100;100
;;;
AREA # 020020410;357;;
;;;
Categorías;Casos;%;Acumulado %
0;47;11;11
1;384;89;100
Total;431;100;100
;;;
AREA # 020020501;358;;
;;;
Categorías;Casos;%;Acumulado %
0;45;18;18
1;212;82;100
Total;257;100;100
;;;
AREA # 020020502;359;;
;;;
Categorías;Casos;%;Acumulado %
0;38;12;12
1;282;88;100
Total;320;100;100
;;;
AREA # 020020503;360;;
;;;
Categorías;Casos;%;Acumulado %
0;44;17;17
1;212;83;100
Total;256;100;100
;;;
AREA # 020020504;361;;
;;;
Categorías;Casos;%;Acumulado %
0;17;8;8
1;209;92;100
Total;226;100;100
;;;
AREA # 020020505;362;;
;;;
Categorías;Casos;%;Acumulado %
0;41;13;13
1;283;87;100
Total;324;100;100
;;;
AREA # 020020506;363;;
;;;
Categorías;Casos;%;Acumulado %
0;30;9;9
1;299;91;100
Total;329;100;100
;;;
AREA # 020020507;364;;
;;;
Categorías;Casos;%;Acumulado %
0;38;11;11
1;293;89;100
Total;331;100;100
;;;
AREA # 020020508;365;;
;;;
Categorías;Casos;%;Acumulado %
0;29;9;9
1;299;91;100
Total;328;100;100
;;;
AREA # 020020509;366;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;246;91;100
Total;271;100;100
;;;
AREA # 020020601;367;;
;;;
Categorías;Casos;%;Acumulado %
0;16;9;9
1;159;91;100
Total;175;100;100
;;;
AREA # 020020602;368;;
;;;
Categorías;Casos;%;Acumulado %
0;53;9;9
1;520;91;100
Total;573;100;100
;;;
AREA # 020020603;369;;
;;;
Categorías;Casos;%;Acumulado %
0;34;15;15
1;193;85;100
Total;227;100;100
;;;
AREA # 020020604;370;;
;;;
Categorías;Casos;%;Acumulado %
0;24;7;7
1;309;93;100
Total;333;100;100
;;;
AREA # 020020605;371;;
;;;
Categorías;Casos;%;Acumulado %
0;17;9;9
1;166;91;100
Total;183;100;100
;;;
AREA # 020020606;372;;
;;;
Categorías;Casos;%;Acumulado %
0;31;10;10
1;289;90;100
Total;320;100;100
;;;
AREA # 020020607;373;;
;;;
Categorías;Casos;%;Acumulado %
0;14;8;8
1;162;92;100
Total;176;100;100
;;;
AREA # 020020608;374;;
;;;
Categorías;Casos;%;Acumulado %
0;24;11;11
1;195;89;100
Total;219;100;100
;;;
AREA # 020020609;375;;
;;;
Categorías;Casos;%;Acumulado %
0;26;9;9
1;250;91;100
Total;276;100;100
;;;
AREA # 020020610;376;;
;;;
Categorías;Casos;%;Acumulado %
0;20;9;9
1;211;91;100
Total;231;100;100
;;;
AREA # 020020701;377;;
;;;
Categorías;Casos;%;Acumulado %
0;54;9;9
1;521;91;100
Total;575;100;100
;;;
AREA # 020020702;378;;
;;;
Categorías;Casos;%;Acumulado %
0;52;11;11
1;441;89;100
Total;493;100;100
;;;
AREA # 020020703;379;;
;;;
Categorías;Casos;%;Acumulado %
0;41;11;11
1;321;89;100
Total;362;100;100
;;;
AREA # 020020704;380;;
;;;
Categorías;Casos;%;Acumulado %
0;34;13;13
1;233;87;100
Total;267;100;100
;;;
AREA # 020020705;381;;
;;;
Categorías;Casos;%;Acumulado %
0;21;9;9
1;223;91;100
Total;244;100;100
;;;
AREA # 020020706;382;;
;;;
Categorías;Casos;%;Acumulado %
0;15;6;6
1;256;94;100
Total;271;100;100
;;;
AREA # 020020707;383;;
;;;
Categorías;Casos;%;Acumulado %
0;49;12;12
1;363;88;100
Total;412;100;100
;;;
AREA # 020020708;384;;
;;;
Categorías;Casos;%;Acumulado %
0;28;16;16
1;148;84;100
Total;176;100;100
;;;
AREA # 020020709;385;;
;;;
Categorías;Casos;%;Acumulado %
0;24;9;9
1;256;91;100
Total;280;100;100
;;;
AREA # 020020801;386;;
;;;
Categorías;Casos;%;Acumulado %
0;39;11;11
1;310;89;100
Total;349;100;100
;;;
AREA # 020020802;387;;
;;;
Categorías;Casos;%;Acumulado %
0;22;7;7
1;284;93;100
Total;306;100;100
;;;
AREA # 020020803;388;;
;;;
Categorías;Casos;%;Acumulado %
0;53;12;12
1;405;88;100
Total;458;100;100
;;;
AREA # 020020804;389;;
;;;
Categorías;Casos;%;Acumulado %
0;36;8;8
1;442;92;100
Total;478;100;100
;;;
AREA # 020020805;390;;
;;;
Categorías;Casos;%;Acumulado %
0;40;10;10
1;374;90;100
Total;414;100;100
;;;
AREA # 020020806;391;;
;;;
Categorías;Casos;%;Acumulado %
0;65;10;10
1;560;90;100
Total;625;100;100
;;;
AREA # 020020807;392;;
;;;
Categorías;Casos;%;Acumulado %
0;73;10;10
1;635;90;100
Total;708;100;100
;;;
AREA # 020020808;393;;
;;;
Categorías;Casos;%;Acumulado %
0;29;8;8
1;328;92;100
Total;357;100;100
;;;
AREA # 020020901;394;;
;;;
Categorías;Casos;%;Acumulado %
0;53;13;13
1;346;87;100
Total;399;100;100
;;;
AREA # 020020902;395;;
;;;
Categorías;Casos;%;Acumulado %
0;19;9;9
1;201;91;100
Total;220;100;100
;;;
AREA # 020020903;396;;
;;;
Categorías;Casos;%;Acumulado %
0;37;8;8
1;415;92;100
Total;452;100;100
;;;
AREA # 020020904;397;;
;;;
Categorías;Casos;%;Acumulado %
0;27;6;6
1;434;94;100
Total;461;100;100
;;;
AREA # 020020905;398;;
;;;
Categorías;Casos;%;Acumulado %
0;48;10;10
1;440;90;100
Total;488;100;100
;;;
AREA # 020020906;399;;
;;;
Categorías;Casos;%;Acumulado %
0;33;7;7
1;409;93;100
Total;442;100;100
;;;
AREA # 020020907;400;;
;;;
Categorías;Casos;%;Acumulado %
0;56;12;12
1;417;88;100
Total;473;100;100
;;;
AREA # 020020908;401;;
;;;
Categorías;Casos;%;Acumulado %
0;58;9;9
1;591;91;100
Total;649;100;100
;;;
AREA # 020020909;402;;
;;;
Categorías;Casos;%;Acumulado %
0;47;9;9
1;503;91;100
Total;550;100;100
;;;
AREA # 020021001;403;;
;;;
Categorías;Casos;%;Acumulado %
0;46;9;9
1;473;91;100
Total;519;100;100
;;;
AREA # 020021002;404;;
;;;
Categorías;Casos;%;Acumulado %
0;28;8;8
1;339;92;100
Total;367;100;100
;;;
AREA # 020021003;405;;
;;;
Categorías;Casos;%;Acumulado %
0;23;11;11
1;187;89;100
Total;210;100;100
;;;
AREA # 020021004;406;;
;;;
Categorías;Casos;%;Acumulado %
0;27;8;8
1;318;92;100
Total;345;100;100
;;;
AREA # 020021005;407;;
;;;
Categorías;Casos;%;Acumulado %
0;39;9;9
1;387;91;100
Total;426;100;100
;;;
AREA # 020021006;408;;
;;;
Categorías;Casos;%;Acumulado %
0;26;8;8
1;296;92;100
Total;322;100;100
;;;
AREA # 020021007;409;;
;;;
Categorías;Casos;%;Acumulado %
0;28;6;6
1;455;94;100
Total;483;100;100
;;;
AREA # 020021008;410;;
;;;
Categorías;Casos;%;Acumulado %
0;32;7;7
1;411;93;100
Total;443;100;100
;;;
AREA # 020021009;411;;
;;;
Categorías;Casos;%;Acumulado %
0;29;10;10
1;270;90;100
Total;299;100;100
;;;
AREA # 020021101;412;;
;;;
Categorías;Casos;%;Acumulado %
0;51;8;8
1;570;92;100
Total;621;100;100
;;;
AREA # 020021102;413;;
;;;
Categorías;Casos;%;Acumulado %
0;19;8;8
1;222;92;100
Total;241;100;100
;;;
AREA # 020021103;414;;
;;;
Categorías;Casos;%;Acumulado %
0;65;10;10
1;612;90;100
Total;677;100;100
;;;
AREA # 020021104;415;;
;;;
Categorías;Casos;%;Acumulado %
0;47;7;7
1;621;93;100
Total;668;100;100
;;;
AREA # 020021105;416;;
;;;
Categorías;Casos;%;Acumulado %
0;12;7;7
1;157;93;100
Total;169;100;100
;;;
AREA # 020021106;417;;
;;;
Categorías;Casos;%;Acumulado %
0;35;11;11
1;270;89;100
Total;305;100;100
;;;
AREA # 020021201;418;;
;;;
Categorías;Casos;%;Acumulado %
0;40;9;9
1;397;91;100
Total;437;100;100
;;;
AREA # 020021202;419;;
;;;
Categorías;Casos;%;Acumulado %
0;36;9;9
1;366;91;100
Total;402;100;100
;;;
AREA # 020021203;420;;
;;;
Categorías;Casos;%;Acumulado %
0;31;7;7
1;426;93;100
Total;457;100;100
;;;
AREA # 020021204;421;;
;;;
Categorías;Casos;%;Acumulado %
0;54;8;8
1;650;92;100
Total;704;100;100
;;;
AREA # 020021205;422;;
;;;
Categorías;Casos;%;Acumulado %
0;45;7;7
1;570;93;100
Total;615;100;100
;;;
AREA # 020021206;423;;
;;;
Categorías;Casos;%;Acumulado %
0;37;7;7
1;461;93;100
Total;498;100;100
;;;
AREA # 020021301;424;;
;;;
Categorías;Casos;%;Acumulado %
0;47;8;8
1;549;92;100
Total;596;100;100
;;;
AREA # 020021302;425;;
;;;
Categorías;Casos;%;Acumulado %
0;25;6;6
1;393;94;100
Total;418;100;100
;;;
AREA # 020021303;426;;
;;;
Categorías;Casos;%;Acumulado %
0;35;7;7
1;481;93;100
Total;516;100;100
;;;
AREA # 020021304;427;;
;;;
Categorías;Casos;%;Acumulado %
0;42;8;8
1;513;92;100
Total;555;100;100
;;;
AREA # 020021305;428;;
;;;
Categorías;Casos;%;Acumulado %
0;56;9;9
1;592;91;100
Total;648;100;100
;;;
AREA # 020021306;429;;
;;;
Categorías;Casos;%;Acumulado %
0;34;9;9
1;351;91;100
Total;385;100;100
;;;
AREA # 020021307;430;;
;;;
Categorías;Casos;%;Acumulado %
0;49;8;8
1;585;92;100
Total;634;100;100
;;;
AREA # 020021401;431;;
;;;
Categorías;Casos;%;Acumulado %
0;23;9;9
1;227;91;100
Total;250;100;100
;;;
AREA # 020021402;432;;
;;;
Categorías;Casos;%;Acumulado %
0;30;10;10
1;277;90;100
Total;307;100;100
