;;;
;;;
;;;
1;277;76;100
Total;363;100;100
;;;
AREA # 020072012;1670;;
;;;
Categorías;Casos;%;Acumulado %
0;65;29;29
1;158;71;100
Total;223;100;100
;;;
AREA # 020072013;1671;;
;;;
Categorías;Casos;%;Acumulado %
0;40;7;7
1;535;93;100
Total;575;100;100
;;;
AREA # 020072101;1672;;
;;;
Categorías;Casos;%;Acumulado %
0;54;13;13
1;371;87;100
Total;425;100;100
;;;
AREA # 020072102;1673;;
;;;
Categorías;Casos;%;Acumulado %
0;28;6;6
1;439;94;100
Total;467;100;100
;;;
AREA # 020072103;1674;;
;;;
Categorías;Casos;%;Acumulado %
0;27;6;6
1;406;94;100
Total;433;100;100
;;;
AREA # 020072104;1675;;
;;;
Categorías;Casos;%;Acumulado %
0;14;6;6
1;227;94;100
Total;241;100;100
;;;
AREA # 020072105;1676;;
;;;
Categorías;Casos;%;Acumulado %
0;18;7;7
1;233;93;100
Total;251;100;100
;;;
AREA # 020072106;1677;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;386;91;100
Total;423;100;100
;;;
AREA # 020072107;1678;;
;;;
Categorías;Casos;%;Acumulado %
0;30;10;10
1;274;90;100
Total;304;100;100
;;;
AREA # 020072108;1679;;
;;;
Categorías;Casos;%;Acumulado %
0;6;3;3
1;170;97;100
Total;176;100;100
;;;
AREA # 020072109;1680;;
;;;
Categorías;Casos;%;Acumulado %
0;38;12;12
1;269;88;100
Total;307;100;100
;;;
AREA # 020072110;1681;;
;;;
Categorías;Casos;%;Acumulado %
0;48;13;13
1;328;87;100
Total;376;100;100
;;;
AREA # 020072111;1682;;
;;;
Categorías;Casos;%;Acumulado %
0;36;11;11
1;303;89;100
Total;339;100;100
;;;
AREA # 020072112;1683;;
;;;
Categorías;Casos;%;Acumulado %
0;49;16;16
1;265;84;100
Total;314;100;100
;;;
AREA # 020072201;1684;;
;;;
Categorías;Casos;%;Acumulado %
0;21;7;7
1;276;93;100
Total;297;100;100
;;;
AREA # 020072202;1685;;
;;;
Categorías;Casos;%;Acumulado %
0;31;8;8
1;334;92;100
Total;365;100;100
;;;
AREA # 020072203;1686;;
;;;
Categorías;Casos;%;Acumulado %
0;26;7;7
1;335;93;100
Total;361;100;100
;;;
AREA # 020072204;1687;;
;;;
Categorías;Casos;%;Acumulado %
0;26;7;7
1;352;93;100
Total;378;100;100
;;;
AREA # 020072205;1688;;
;;;
Categorías;Casos;%;Acumulado %
0;21;5;5
1;366;95;100
Total;387;100;100
;;;
AREA # 020072206;1689;;
;;;
Categorías;Casos;%;Acumulado %
0;20;5;5
1;345;95;100
Total;365;100;100
;;;
AREA # 020072207;1690;;
;;;
Categorías;Casos;%;Acumulado %
0;15;7;7
1;206;93;100
Total;221;100;100
;;;
AREA # 020072208;1691;;
;;;
Categorías;Casos;%;Acumulado %
0;17;7;7
1;218;93;100
Total;235;100;100
;;;
AREA # 020072209;1692;;
;;;
Categorías;Casos;%;Acumulado %
0;15;7;7
1;209;93;100
Total;224;100;100
;;;
AREA # 020072210;1693;;
;;;
Categorías;Casos;%;Acumulado %
0;36;13;13
1;232;87;100
Total;268;100;100
;;;
AREA # 020072211;1694;;
;;;
Categorías;Casos;%;Acumulado %
0;21;7;7
1;265;93;100
Total;286;100;100
;;;
AREA # 020072212;1695;;
;;;
Categorías;Casos;%;Acumulado %
0;24;9;9
1;232;91;100
Total;256;100;100
;;;
AREA # 020072213;1696;;
;;;
Categorías;Casos;%;Acumulado %
0;21;7;7
1;268;93;100
Total;289;100;100
;;;
AREA # 020072301;1697;;
;;;
Categorías;Casos;%;Acumulado %
0;27;9;9
1;276;91;100
Total;303;100;100
;;;
AREA # 020072302;1698;;
;;;
Categorías;Casos;%;Acumulado %
0;23;6;6
1;366;94;100
Total;389;100;100
;;;
AREA # 020072303;1699;;
;;;
Categorías;Casos;%;Acumulado %
0;16;5;5
1;302;95;100
Total;318;100;100
;;;
AREA # 020072304;1700;;
;;;
Categorías;Casos;%;Acumulado %
0;20;7;7
1;252;93;100
Total;272;100;100
;;;
AREA # 020072305;1701;;
;;;
Categorías;Casos;%;Acumulado %
0;29;10;10
1;261;90;100
Total;290;100;100
;;;
AREA # 020072306;1702;;
;;;
Categorías;Casos;%;Acumulado %
0;26;9;9
1;251;91;100
Total;277;100;100
;;;
AREA # 020072307;1703;;
;;;
Categorías;Casos;%;Acumulado %
0;31;10;10
1;283;90;100
Total;314;100;100
;;;
AREA # 020072308;1704;;
;;;
Categorías;Casos;%;Acumulado %
0;32;10;10
1;290;90;100
Total;322;100;100
;;;
AREA # 020072309;1705;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;264;91;100
Total;289;100;100
;;;
AREA # 020072401;1706;;
;;;
Categorías;Casos;%;Acumulado %
0;31;9;9
1;314;91;100
Total;345;100;100
;;;
AREA # 020072402;1707;;
;;;
Categorías;Casos;%;Acumulado %
0;64;20;20
1;254;80;100
Total;318;100;100
;;;
AREA # 020072403;1708;;
;;;
Categorías;Casos;%;Acumulado %
0;40;10;10
1;344;90;100
Total;384;100;100
;;;
AREA # 020072404;1709;;
;;;
Categorías;Casos;%;Acumulado %
0;44;12;12
1;335;88;100
Total;379;100;100
;;;
AREA # 020072405;1710;;
;;;
Categorías;Casos;%;Acumulado %
0;31;9;9
1;313;91;100
Total;344;100;100
;;;
AREA # 020072406;1711;;
;;;
Categorías;Casos;%;Acumulado %
0;57;15;15
1;314;85;100
Total;371;100;100
;;;
AREA # 020072407;1712;;
;;;
Categorías;Casos;%;Acumulado %
0;41;14;14
1;248;86;100
Total;289;100;100
;;;
AREA # 020072408;1713;;
;;;
Categorías;Casos;%;Acumulado %
0;53;16;16
1;278;84;100
Total;331;100;100
;;;
AREA # 020072409;1714;;
;;;
Categorías;Casos;%;Acumulado %
0;37;11;11
1;304;89;100
Total;341;100;100
;;;
AREA # 020072410;1715;;
;;;
Categorías;Casos;%;Acumulado %
0;42;13;13
1;281;87;100
Total;323;100;100
;;;
AREA # 020072411;1716;;
;;;
Categorías;Casos;%;Acumulado %
0;46;12;12
1;326;88;100
Total;372;100;100
;;;
AREA # 020080101;1717;;
;;;
Categorías;Casos;%;Acumulado %
0;104;31;31
1;227;69;100
Total;331;100;100
;;;
AREA # 020080102;1718;;
;;;
Categorías;Casos;%;Acumulado %
0;292;56;56
1;225;44;100
Total;517;100;100
;;;
AREA # 020080103;1719;;
;;;
Categorías;Casos;%;Acumulado %
0;201;57;57
1;150;43;100
Total;351;100;100
;;;
AREA # 020080104;1720;;
;;;
Categorías;Casos;%;Acumulado %
0;186;39;39
1;296;61;100
Total;482;100;100
;;;
AREA # 020080105;1721;;
;;;
Categorías;Casos;%;Acumulado %
0;88;20;20
1;361;80;100
Total;449;100;100
;;;
AREA # 020080106;1722;;
;;;
Categorías;Casos;%;Acumulado %
0;326;52;52
1;301;48;100
Total;627;100;100
;;;
AREA # 020080107;1723;;
;;;
Categorías;Casos;%;Acumulado %
0;143;31;31
1;317;69;100
Total;460;100;100
;;;
AREA # 020080108;1724;;
;;;
Categorías;Casos;%;Acumulado %
0;178;48;48
1;196;52;100
Total;374;100;100
;;;
AREA # 020080109;1725;;
;;;
Categorías;Casos;%;Acumulado %
0;608;75;75
1;203;25;100
Total;811;100;100
;;;
AREA # 020080110;1726;;
;;;
Categorías;Casos;%;Acumulado %
0;219;50;50
1;221;50;100
Total;440;100;100
;;;
AREA # 020080111;1727;;
;;;
Categorías;Casos;%;Acumulado %
0;93;51;51
1;89;49;100
Total;182;100;100
;;;
AREA # 020080112;1728;;
;;;
Categorías;Casos;%;Acumulado %
0;806;79;79
1;213;21;100
Total;1019;100;100
;;;
AREA # 020080201;1729;;
;;;
Categorías;Casos;%;Acumulado %
0;16;4;4
1;371;96;100
Total;387;100;100
;;;
AREA # 020080202;1730;;
;;;
Categorías;Casos;%;Acumulado %
0;17;10;10
1;152;90;100
Total;169;100;100
;;;
AREA # 020080203;1731;;
;;;
Categorías;Casos;%;Acumulado %
0;9;6;6
1;152;94;100
Total;161;100;100
;;;
AREA # 020080204;1732;;
;;;
Categorías;Casos;%;Acumulado %
0;15;6;6
1;234;94;100
Total;249;100;100
;;;
AREA # 020080205;1733;;
;;;
Categorías;Casos;%;Acumulado %
0;11;6;6
1;163;94;100
Total;174;100;100
;;;
AREA # 020080206;1734;;
;;;
Categorías;Casos;%;Acumulado %
0;14;6;6
1;235;94;100
Total;249;100;100
;;;
AREA # 020080207;1735;;
;;;
Categorías;Casos;%;Acumulado %
0;35;9;9
1;369;91;100
Total;404;100;100
;;;
AREA # 020080208;1736;;
;;;
Categorías;Casos;%;Acumulado %
0;15;5;5
1;292;95;100
Total;307;100;100
;;;
AREA # 020080209;1737;;
;;;
Categorías;Casos;%;Acumulado %
0;12;4;4
1;259;96;100
Total;271;100;100
;;;
AREA # 020080210;1738;;
;;;
Categorías;Casos;%;Acumulado %
0;14;7;7
1;174;93;100
Total;188;100;100
;;;
AREA # 020080301;1739;;
;;;
Categorías;Casos;%;Acumulado %
0;87;26;26
1;247;74;100
Total;334;100;100
;;;
AREA # 020080302;1740;;
;;;
Categorías;Casos;%;Acumulado %
0;56;22;22
1;200;78;100
Total;256;100;100
;;;
AREA # 020080303;1741;;
;;;
Categorías;Casos;%;Acumulado %
0;48;26;26
1;139;74;100
Total;187;100;100
;;;
AREA # 020080304;1742;;
;;;
Categorías;Casos;%;Acumulado %
0;55;22;22
1;195;78;100
Total;250;100;100
;;;
AREA # 020080305;1743;;
;;;
Categorías;Casos;%;Acumulado %
0;31;13;13
1;207;87;100
Total;238;100;100
;;;
AREA # 020080306;1744;;
;;;
Categorías;Casos;%;Acumulado %
0;25;17;17
1;119;83;100
Total;144;100;100
;;;
AREA # 020080307;1745;;
;;;
Categorías;Casos;%;Acumulado %
0;50;20;20
1;195;80;100
Total;245;100;100
;;;
AREA # 020080308;1746;;
;;;
Categorías;Casos;%;Acumulado %
0;368;67;67
1;179;33;100
Total;547;100;100
;;;
AREA # 020080309;1747;;
;;;
Categorías;Casos;%;Acumulado %
0;362;64;64
1;208;36;100
Total;570;100;100
;;;
AREA # 020080310;1748;;
;;;
Categorías;Casos;%;Acumulado %
0;261;55;55
1;217;45;100
Total;478;100;100
;;;
AREA # 020080401;1749;;
;;;
Categorías;Casos;%;Acumulado %
0;86;30;30
1;201;70;100
Total;287;100;100
;;;
AREA # 020080402;1750;;
;;;
Categorías;Casos;%;Acumulado %
0;52;24;24
1;162;76;100
Total;214;100;100
;;;
AREA # 020080403;1751;;
;;;
Categorías;Casos;%;Acumulado %
0;32;15;15
1;188;85;100
Total;220;100;100
;;;
AREA # 020080404;1752;;
;;;
Categorías;Casos;%;Acumulado %
0;36;16;16
1;188;84;100
Total;224;100;100
;;;
AREA # 020080405;1753;;
;;;
Categorías;Casos;%;Acumulado %
0;47;14;14
1;285;86;100
Total;332;100;100
;;;
AREA # 020080406;1754;;
;;;
Categorías;Casos;%;Acumulado %
0;53;15;15
1;297;85;100
Total;350;100;100
;;;
AREA # 020080407;1755;;
;;;
Categorías;Casos;%;Acumulado %
0;49;18;18
1;229;82;100
Total;278;100;100
;;;
AREA # 020080408;1756;;
;;;
Categorías;Casos;%;Acumulado %
0;62;22;22
1;216;78;100
Total;278;100;100
;;;
AREA # 020080409;1757;;
;;;
Categorías;Casos;%;Acumulado %
0;36;14;14
1;224;86;100
Total;260;100;100
;;;
AREA # 020080410;1758;;
;;;
Categorías;Casos;%;Acumulado %
0;49;16;16
1;257;84;100
Total;306;100;100
;;;
AREA # 020080411;1759;;
;;;
Categorías;Casos;%;Acumulado %
0;40;16;16
1;212;84;100
Total;252;100;100
;;;
AREA # 020080501;1760;;
;;;
Categorías;Casos;%;Acumulado %
0;43;16;16
1;234;84;100
Total;277;100;100
;;;
AREA # 020080502;1761;;
;;;
Categorías;Casos;%;Acumulado %
0;43;16;16
1;220;84;100
Total;263;100;100
;;;
AREA # 020080503;1762;;
;;;
Categorías;Casos;%;Acumulado %
0;78;29;29
1;192;71;100
Total;270;100;100
;;;
AREA # 020080504;1763;;
;;;
Categorías;Casos;%;Acumulado %
0;60;21;21
1;231;79;100
Total;291;100;100
;;;
AREA # 020080505;1764;;
;;;
Categorías;Casos;%;Acumulado %
0;40;20;20
1;161;80;100
Total;201;100;100
;;;
AREA # 020080506;1765;;
;;;
Categorías;Casos;%;Acumulado %
0;47;17;17
1;235;83;100
Total;282;100;100
;;;
AREA # 020080507;1766;;
;;;
Categorías;Casos;%;Acumulado %
0;66;20;20
1;270;80;100
Total;336;100;100
;;;
AREA # 020080508;1767;;
;;;
Categorías;Casos;%;Acumulado %
0;21;8;8
1;233;92;100
Total;254;100;100
;;;
AREA # 020080509;1768;;
;;;
Categorías;Casos;%;Acumulado %
0;8;3;3
1;290;97;100
Total;298;100;100
;;;
AREA # 020080510;1769;;
;;;
Categorías;Casos;%;Acumulado %
0;20;5;5
1;391;95;100
Total;411;100;100
;;;
AREA # 020080511;1770;;
;;;
Categorías;Casos;%;Acumulado %
0;18;6;6
1;301;94;100
Total;319;100;100
;;;
AREA # 020080601;1771;;
;;;
Categorías;Casos;%;Acumulado %
0;14;5;5
1;288;95;100
Total;302;100;100
;;;
AREA # 020080602;1772;;
;;;
Categorías;Casos;%;Acumulado %
0;26;7;7
1;372;93;100
Total;398;100;100
;;;
AREA # 020080603;1773;;
;;;
Categorías;Casos;%;Acumulado %
0;23;6;6
1;379;94;100
Total;402;100;100
;;;
AREA # 020080604;1774;;
;;;
Categorías;Casos;%;Acumulado %
0;38;16;16
1;195;84;100
Total;233;100;100
;;;
AREA # 020080605;1775;;
;;;
Categorías;Casos;%;Acumulado %
0;61;19;19
1;259;81;100
Total;320;100;100
;;;
AREA # 020080606;1776;;
;;;
Categorías;Casos;%;Acumulado %
0;109;34;34
1;211;66;100
Total;320;100;100
;;;
AREA # 020080607;1777;;
;;;
Categorías;Casos;%;Acumulado %
0;46;22;22
1;163;78;100
Total;209;100;100
;;;
AREA # 020080608;1778;;
;;;
Categorías;Casos;%;Acumulado %
0;45;19;19
1;196;81;100
Total;241;100;100
;;;
AREA # 020080609;1779;;
;;;
Categorías;Casos;%;Acumulado %
0;61;21;21
1;223;79;100
Total;284;100;100
;;;
AREA # 020080610;1780;;
;;;
Categorías;Casos;%;Acumulado %
0;59;27;27
1;160;73;100
Total;219;100;100
;;;
AREA # 020080611;1781;;
;;;
Categorías;Casos;%;Acumulado %
0;77;38;38
1;126;62;100
Total;203;100;100
;;;
AREA # 020080701;1782;;
;;;
Categorías;Casos;%;Acumulado %
0;174;48;48
1;185;52;100
Total;359;100;100
;;;
AREA # 020080702;1783;;
;;;
Categorías;Casos;%;Acumulado %
0;298;62;62
1;180;38;100
Total;478;100;100
;;;
AREA # 020080703;1784;;
;;;
Categorías;Casos;%;Acumulado %
0;289;59;59
1;204;41;100
Total;493;100;100
;;;
AREA # 020080704;1785;;
;;;
Categorías;Casos;%;Acumulado %
0;333;75;75
1;113;25;100
Total;446;100;100
;;;
AREA # 020080705;1786;;
;;;
Categorías;Casos;%;Acumulado %
0;417;77;77
1;126;23;100
Total;543;100;100
;;;
AREA # 020080706;1787;;
;;;
Categorías;Casos;%;Acumulado %
0;344;87;87
1;51;13;100
Total;395;100;100
;;;
AREA # 020080707;1788;;
;;;
Categorías;Casos;%;Acumulado %
0;593;90;90
1;68;10;100
Total;661;100;100
;;;
AREA # 020080708;1789;;
;;;
Categorías;Casos;%;Acumulado %
0;288;63;63
1;169;37;100
Total;457;100;100
;;;
AREA # 020080709;1790;;
;;;
Categorías;Casos;%;Acumulado %
0;615;75;75
1;200;25;100
Total;815;100;100
;;;
AREA # 020080710;1791;;
;;;
Categorías;Casos;%;Acumulado %
0;212;74;74
1;73;26;100
Total;285;100;100
;;;
AREA # 020080711;1792;;
;;;
Categorías;Casos;%;Acumulado %
0;259;63;63
1;152;37;100
Total;411;100;100
;;;
AREA # 020080712;1793;;
;;;
Categorías;Casos;%;Acumulado %
0;173;44;44
1;222;56;100
Total;395;100;100
;;;
AREA # 020080713;1794;;
;;;
Categorías;Casos;%;Acumulado %
0;257;66;66
1;134;34;100
Total;391;100;100
;;;
AREA # 020080714;1795;;
;;;
Categorías;Casos;%;Acumulado %
0;513;89;89
1;61;11;100
Total;574;100;100
;;;
AREA # 020080801;1796;;
;;;
Categorías;Casos;%;Acumulado %
0;48;17;17
1;233;83;100
Total;281;100;100
;;;
AREA # 020080802;1797;;
;;;
Categorías;Casos;%;Acumulado %
0;41;13;13
1;268;87;100
Total;309;100;100
;;;
AREA # 020080803;1798;;
;;;
Categorías;Casos;%;Acumulado %
0;36;15;15
1;199;85;100
Total;235;100;100
;;;
AREA # 020080804;1799;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;267;89;100
Total;300;100;100
;;;
AREA # 020080805;1800;;
;;;
Categorías;Casos;%;Acumulado %
0;37;15;15
1;204;85;100
Total;241;100;100
;;;
AREA # 020080806;1801;;
;;;
Categorías;Casos;%;Acumulado %
0;47;15;15
1;277;85;100
Total;324;100;100
;;;
AREA # 020080807;1802;;
;;;
Categorías;Casos;%;Acumulado %
0;46;15;15
1;262;85;100
Total;308;100;100
;;;
AREA # 020080808;1803;;
;;;
Categorías;Casos;%;Acumulado %
0;32;16;16
1;174;84;100
Total;206;100;100
;;;
AREA # 020080809;1804;;
;;;
Categorías;Casos;%;Acumulado %
0;49;21;21
1;183;79;100
Total;232;100;100
;;;
AREA # 020080810;1805;;
;;;
Categorías;Casos;%;Acumulado %
0;67;23;23
1;224;77;100
Total;291;100;100
;;;
AREA # 020080811;1806;;
;;;
Categorías;Casos;%;Acumulado %
0;17;5;5
1;321;95;100
Total;338;100;100
;;;
AREA # 020080901;1807;;
;;;
Categorías;Casos;%;Acumulado %
0;41;15;15
1;230;85;100
Total;271;100;100
;;;
AREA # 020080902;1808;;
;;;
Categorías;Casos;%;Acumulado %
0;36;12;12
1;262;88;100
Total;298;100;100
;;;
AREA # 020080903;1809;;
;;;
Categorías;Casos;%;Acumulado %
0;57;16;16
1;295;84;100
Total;352;100;100
;;;
AREA # 020080904;1810;;
;;;
Categorías;Casos;%;Acumulado %
0;22;12;12
1;164;88;100
Total;186;100;100
;;;
AREA # 020080905;1811;;
;;;
Categorías;Casos;%;Acumulado %
0;51;13;13
1;334;87;100
Total;385;100;100
;;;
AREA # 020080906;1812;;
;;;
Categorías;Casos;%;Acumulado %
0;51;17;17
1;243;83;100
Total;294;100;100
;;;
AREA # 020080907;1813;;
;;;
Categorías;Casos;%;Acumulado %
0;44;17;17
1;217;83;100
Total;261;100;100
;;;
AREA # 020080908;1814;;
;;;
Categorías;Casos;%;Acumulado %
0;40;15;15
1;219;85;100
Total;259;100;100
;;;
AREA # 020080909;1815;;
;;;
Categorías;Casos;%;Acumulado %
0;34;11;11
1;281;89;100
Total;315;100;100
;;;
AREA # 020081001;1816;;
;;;
Categorías;Casos;%;Acumulado %
0;20;7;7
1;258;93;100
Total;278;100;100
;;;
AREA # 020081002;1817;;
;;;
Categorías;Casos;%;Acumulado %
0;16;7;7
1;222;93;100
Total;238;100;100
;;;
AREA # 020081003;1818;;
;;;
Categorías;Casos;%;Acumulado %
0;27;7;7
1;355;93;100
Total;382;100;100
;;;
AREA # 020081004;1819;;
;;;
Categorías;Casos;%;Acumulado %
0;34;5;5
1;685;95;100
Total;719;100;100
;;;
AREA # 020081005;1820;;
;;;
Categorías;Casos;%;Acumulado %
0;34;4;4
1;808;96;100
Total;842;100;100
;;;
AREA # 020081006;1821;;
;;;
Categorías;Casos;%;Acumulado %
0;34;6;6
1;545;94;100
Total;579;100;100
;;;
AREA # 020081007;1822;;
;;;
Categorías;Casos;%;Acumulado %
0;30;6;6
1;513;94;100
Total;543;100;100
;;;
AREA # 020081008;1823;;
;;;
Categorías;Casos;%;Acumulado %
0;64;20;20
1;256;80;100
Total;320;100;100
;;;
AREA # 020081101;1824;;
;;;
Categorías;Casos;%;Acumulado %
0;60;7;7
1;850;93;100
Total;910;100;100
;;;
AREA # 020081102;1825;;
;;;
Categorías;Casos;%;Acumulado %
0;47;7;7
1;671;93;100
Total;718;100;100
;;;
AREA # 020081103;1826;;
;;;
Categorías;Casos;%;Acumulado %
0;60;6;6
1;997;94;100
Total;1057;100;100
;;;
AREA # 020081104;1827;;
;;;
Categorías;Casos;%;Acumulado %
0;35;5;5
1;608;95;100
Total;643;100;100
;;;
AREA # 020081105;1828;;
;;;
Categorías;Casos;%;Acumulado %
0;30;7;7
1;419;93;100
Total;449;100;100
;;;
AREA # 020081201;1829;;
;;;
Categorías;Casos;%;Acumulado %
0;44;14;14
1;262;86;100
Total;306;100;100
;;;
AREA # 020081202;1830;;
;;;
Categorías;Casos;%;Acumulado %
0;47;13;13
1;309;87;100
Total;356;100;100
;;;
AREA # 020081203;1831;;
;;;
Categorías;Casos;%;Acumulado %
0;51;15;15
1;280;85;100
Total;331;100;100
;;;
AREA # 020081204;1832;;
;;;
Categorías;Casos;%;Acumulado %
0;52;17;17
1;250;83;100
Total;302;100;100
;;;
AREA # 020081205;1833;;
;;;
Categorías;Casos;%;Acumulado %
0;38;11;11
1;303;89;100
Total;341;100;100
;;;
AREA # 020081206;1834;;
;;;
Categorías;Casos;%;Acumulado %
0;32;13;13
1;218;87;100
Total;250;100;100
;;;
AREA # 020081207;1835;;
;;;
Categorías;Casos;%;Acumulado %
0;36;13;13
1;242;87;100
Total;278;100;100
;;;
AREA # 020081301;1836;;
;;;
Categorías;Casos;%;Acumulado %
0;2;10;10
1;18;90;100
Total;20;100;100
;;;
AREA # 020081302;1837;;
;;;
Categorías;Casos;%;Acumulado %
0;15;13;13
1;103;87;100
Total;118;100;100
;;;
AREA # 020081303;1838;;
;;;
Categorías;Casos;%;Acumulado %
0;59;19;19
1;253;81;100
Total;312;100;100
;;;
AREA # 020081304;1839;;
;;;
Categorías;Casos;%;Acumulado %
0;74;22;22
1;260;78;100
Total;334;100;100
;;;
AREA # 020081305;1840;;
;;;
Categorías;Casos;%;Acumulado %
0;46;15;15
1;269;85;100
Total;315;100;100
;;;
AREA # 020081306;1841;;
;;;
Categorías;Casos;%;Acumulado %
0;43;19;19
1;179;81;100
Total;222;100;100
;;;
AREA # 020081307;1842;;
;;;
Categorías;Casos;%;Acumulado %
0;52;20;20
1;202;80;100
Total;254;100;100
;;;
AREA # 020081308;1843;;
;;;
Categorías;Casos;%;Acumulado %
0;59;20;20
1;239;80;100
Total;298;100;100
;;;
AREA # 020081401;1844;;
;;;
Categorías;Casos;%;Acumulado %
0;215;46;46
1;250;54;100
Total;465;100;100
;;;
AREA # 020081402;1845;;
;;;
Categorías;Casos;%;Acumulado %
0;174;46;46
1;208;54;100
Total;382;100;100
;;;
AREA # 020081403;1846;;
;;;
Categorías;Casos;%;Acumulado %
0;299;58;58
1;220;42;100
Total;519;100;100
;;;
AREA # 020081404;1847;;
;;;
Categorías;Casos;%;Acumulado %
0;303;38;38
1;492;62;100
Total;795;100;100
;;;
AREA # 020081405;1848;;
;;;
Categorías;Casos;%;Acumulado %
0;97;25;25
1;289;75;100
Total;386;100;100
;;;
AREA # 020081406;1849;;
;;;
Categorías;Casos;%;Acumulado %
0;72;29;29
1;179;71;100
Total;251;100;100
;;;
AREA # 020081407;1850;;
;;;
Categorías;Casos;%;Acumulado %
0;57;19;19
1;242;81;100
Total;299;100;100
;;;
AREA # 020081408;1851;;
;;;
Categorías;Casos;%;Acumulado %
0;51;20;20
1;208;80;100
Total;259;100;100
;;;
AREA # 020081409;1852;;
;;;
Categorías;Casos;%;Acumulado %
0;123;37;37
1;213;63;100
Total;336;100;100
;;;
AREA # 020081410;1853;;
;;;
Categorías;Casos;%;Acumulado %
0;119;38;38
1;194;62;100
Total;313;100;100
;;;
AREA # 020081501;1854;;
;;;
Categorías;Casos;%;Acumulado %
0;632;73;73
1;232;27;100
Total;864;100;100
;;;
AREA # 020081502;1855;;
;;;
Categorías;Casos;%;Acumulado %
0;519;79;79
1;136;21;100
Total;655;100;100
;;;
AREA # 020081503;1856;;
;;;
Categorías;Casos;%;Acumulado %
0;386;58;58
1;281;42;100
Total;667;100;100
;;;
AREA # 020081504;1857;;
;;;
Categorías;Casos;%;Acumulado %
0;155;67;67
1;76;33;100
Total;231;100;100
;;;
AREA # 020081505;1858;;
;;;
Categorías;Casos;%;Acumulado %
0;467;53;53
1;410;47;100
Total;877;100;100
;;;
AREA # 020081506;1859;;
;;;
Categorías;Casos;%;Acumulado %
0;113;49;49
1;120;52;100
Total;233;100;100
;;;
AREA # 020081507;1860;;
;;;
Categorías;Casos;%;Acumulado %
0;127;49;49
1;132;51;100
Total;259;100;100
;;;
AREA # 020081508;1861;;
;;;
Categorías;Casos;%;Acumulado %
0;215;60;60
1;144;40;100
Total;359;100;100
;;;
AREA # 020081509;1862;;
;;;
Categorías;Casos;%;Acumulado %
0;252;49;49
1;267;51;100
Total;519;100;100
;;;
AREA # 020081510;1863;;
;;;
Categorías;Casos;%;Acumulado %
0;113;29;29
1;278;71;100
Total;391;100;100
;;;
AREA # 020081601;1864;;
;;;
Categorías;Casos;%;Acumulado %
0;27;9;9
1;272;91;100
Total;299;100;100
;;;
AREA # 020081602;1865;;
;;;
Categorías;Casos;%;Acumulado %
0;21;11;11
1;162;89;100
Total;183;100;100
;;;
AREA # 020081603;1866;;
;;;
Categorías;Casos;%;Acumulado %
0;47;16;16
1;242;84;100
Total;289;100;100
;;;
AREA # 020081604;1867;;
;;;
Categorías;Casos;%;Acumulado %
0;22;8;8
1;244;92;100
Total;266;100;100
;;;
AREA # 020081605;1868;;
;;;
Categorías;Casos;%;Acumulado %
0;8;3;3
1;286;97;100
Total;294;100;100
;;;
AREA # 020081606;1869;;
;;;
Categorías;Casos;%;Acumulado %
0;16;6;6
1;251;94;100
Total;267;100;100
;;;
AREA # 020081607;1870;;
;;;
Categorías;Casos;%;Acumulado %
0;56;20;20
1;220;80;100
Total;276;100;100
;;;
AREA # 020081608;1871;;
;;;
Categorías;Casos;%;Acumulado %
0;22;9;9
1;216;91;100
Total;238;100;100
;;;
AREA # 020081609;1872;;
;;;
Categorías;Casos;%;Acumulado %
0;18;6;6
1;262;94;100
Total;280;100;100
;;;
AREA # 020081610;1873;;
;;;
Categorías;Casos;%;Acumulado %
0;62;22;22
1;217;78;100
Total;279;100;100
;;;
AREA # 020081701;1874;;
;;;
Categorías;Casos;%;Acumulado %
0;13;6;6
1;210;94;100
Total;223;100;100
;;;
AREA # 020081702;1875;;
;;;
Categorías;Casos;%;Acumulado %
0;15;7;7
1;206;93;100
Total;221;100;100
;;;
AREA # 020081703;1876;;
;;;
Categorías;Casos;%;Acumulado %
0;20;6;6
1;307;94;100
Total;327;100;100
;;;
AREA # 020081704;1877;;
;;;
Categorías;Casos;%;Acumulado %
0;22;8;8
1;268;92;100
Total;290;100;100
;;;
AREA # 020081705;1878;;
;;;
Categorías;Casos;%;Acumulado %
0;11;6;6
1;162;94;100
Total;173;100;100
;;;
AREA # 020090101;1879;;
;;;
Categorías;Casos;%;Acumulado %
0;13;6;6
1;193;94;100
Total;206;100;100
;;;
AREA # 020090102;1880;;
;;;
Categorías;Casos;%;Acumulado %
0;13;7;7
1;171;93;100
Total;184;100;100
;;;
AREA # 020090103;1881;;
;;;
Categorías;Casos;%;Acumulado %
0;24;9;9
1;237;91;100
Total;261;100;100
;;;
AREA # 020090104;1882;;
;;;
Categorías;Casos;%;Acumulado %
0;42;16;16
1;227;84;100
Total;269;100;100
;;;
AREA # 020090105;1883;;
;;;
Categorías;Casos;%;Acumulado %
0;28;9;9
1;268;91;100
Total;296;100;100
;;;
AREA # 020090106;1884;;
;;;
Categorías;Casos;%;Acumulado %
0;55;19;19
1;238;81;100
