;;;
;;;
;;;
4;63;11;32
5;61;11;43
6;66;12;55
7;58;10;66
8;71;13;78
9;69;12;91
10;52;9;100
Total;557;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020122003;2690;;
;;;
Categorías;Casos;%;Acumulado %
1;25;6;6
2;40;10;16
3;38;9;25
4;39;10;35
5;47;12;46
6;45;11;57
7;48;12;69
8;56;14;83
9;48;12;95
10;22;5;100
Total;408;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020122004;2691;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;43;11;15
3;34;9;24
4;34;9;32
5;43;11;43
6;53;14;57
7;58;15;72
8;48;12;84
9;39;10;94
10;24;6;100
Total;391;100;100
;;;
AREA # 020122005;2692;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;46;12;16
3;24;6;22
4;42;11;33
5;34;9;42
6;42;11;53
7;44;12;65
8;53;14;79
9;36;9;88
10;44;12;100
Total;380;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020122006;2693;;
;;;
Categorías;Casos;%;Acumulado %
1;29;7;7
2;45;11;18
3;49;12;31
4;42;10;41
5;42;10;51
6;50;12;64
7;45;11;75
8;51;13;88
9;30;7;95
10;19;5;100
Total;402;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020122007;2694;;
;;;
Categorías;Casos;%;Acumulado %
1;24;7;7
2;39;11;18
3;37;11;29
4;35;10;39
5;53;15;55
6;35;10;65
7;46;13;78
8;31;9;87
9;22;6;94
10;21;6;100
Total;343;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020122008;2695;;
;;;
Categorías;Casos;%;Acumulado %
1;30;8;8
2;51;14;22
3;39;11;33
4;47;13;46
5;47;13;59
6;41;11;71
7;34;9;80
8;29;8;88
9;21;6;94
10;22;6;100
Total;361;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020122101;2696;;
;;;
Categorías;Casos;%;Acumulado %
1;30;6;6
2;40;9;15
3;37;8;23
4;42;9;32
5;51;11;43
6;45;10;53
7;55;12;65
8;59;13;78
9;48;10;88
10;55;12;100
Total;462;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020122102;2697;;
;;;
Categorías;Casos;%;Acumulado %
1;25;5;5
2;40;8;14
3;34;7;21
4;51;11;32
5;45;10;41
6;50;11;52
7;67;14;66
8;56;12;78
9;58;12;90
10;45;10;100
Total;471;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020122103;2698;;
;;;
Categorías;Casos;%;Acumulado %
1;10;3;3
2;39;11;14
3;33;9;23
4;44;12;35
5;48;14;49
6;33;9;58
7;44;12;71
8;42;12;83
9;38;11;93
10;24;7;100
Total;355;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020122104;2699;;
;;;
Categorías;Casos;%;Acumulado %
1;21;5;5
2;38;9;14
3;40;10;24
4;45;11;35
5;43;10;45
6;61;15;60
7;41;10;69
8;53;13;82
9;43;10;93
10;31;7;100
Total;416;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020122105;2700;;
;;;
Categorías;Casos;%;Acumulado %
1;14;5;5
2;27;9;14
3;32;11;25
4;30;10;35
5;49;17;52
6;31;11;62
7;34;12;74
8;31;11;84
9;25;9;93
10;21;7;100
Total;294;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020122106;2701;;
;;;
Categorías;Casos;%;Acumulado %
1;26;8;8
2;44;14;22
3;30;9;31
4;30;9;40
5;40;12;52
6;34;10;63
7;34;10;73
8;36;11;85
9;29;9;94
10;21;6;100
Total;324;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020122107;2702;;
;;;
Categorías;Casos;%;Acumulado %
1;32;10;10
2;36;11;20
3;34;10;30
4;35;10;41
5;42;13;53
6;31;9;63
7;40;12;74
8;37;11;85
9;34;10;96
10;15;4;100
Total;336;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020122108;2703;;
;;;
Categorías;Casos;%;Acumulado %
1;20;6;6
2;38;12;18
3;36;11;30
4;28;9;38
5;25;8;46
6;40;13;59
7;44;14;73
8;32;10;83
9;31;10;92
10;24;8;100
Total;318;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020122109;2704;;
;;;
Categorías;Casos;%;Acumulado %
1;24;8;8
2;34;12;20
3;30;10;31
4;39;14;44
5;32;11;56
6;27;9;65
7;39;14;79
8;24;8;87
9;22;8;95
10;15;5;100
Total;286;100;100
;;;
AREA # 020122110;2705;;
;;;
Categorías;Casos;%;Acumulado %
1;15;6;6
2;36;14;20
3;37;14;34
4;29;11;46
5;34;13;59
6;30;12;70
7;27;11;81
8;23;9;90
9;15;6;96
10;11;4;100
Total;257;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020122201;2706;;
;;;
Categorías;Casos;%;Acumulado %
1;31;11;11
2;51;18;28
3;35;12;40
4;24;8;48
5;28;10;58
6;31;11;69
7;26;9;78
8;26;9;87
9;21;7;94
10;18;6;100
Total;291;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020122202;2707;;
;;;
Categorías;Casos;%;Acumulado %
1;25;7;7
2;45;12;19
3;41;11;31
4;44;12;43
5;51;14;57
6;49;14;70
7;34;9;80
8;29;8;88
9;19;5;93
10;25;7;100
Total;362;100;100
;;;
AREA # 020122203;2708;;
;;;
Categorías;Casos;%;Acumulado %
1;22;7;7
2;36;12;19
3;27;9;29
4;41;14;42
5;38;13;55
6;32;11;66
7;34;11;77
8;29;10;87
9;22;7;94
10;17;6;100
Total;298;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020122204;2709;;
;;;
Categorías;Casos;%;Acumulado %
1;20;7;7
2;44;15;21
3;45;15;36
4;38;13;49
5;40;13;63
6;34;11;74
7;17;6;80
8;29;10;89
9;19;6;96
10;13;4;100
Total;299;100;100
;;;
AREA # 020122205;2710;;
;;;
Categorías;Casos;%;Acumulado %
1;31;7;7
2;43;10;17
3;59;14;31
4;63;15;45
5;49;11;56
6;49;11;68
7;53;12;80
8;36;8;88
9;31;7;95
10;20;5;100
Total;434;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020122206;2711;;
;;;
Categorías;Casos;%;Acumulado %
1;29;7;7
2;47;11;17
3;46;10;27
4;40;9;36
5;53;12;48
6;53;12;60
7;55;12;72
8;45;10;83
9;39;9;91
10;39;9;100
Total;446;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020122207;2712;;
;;;
Categorías;Casos;%;Acumulado %
1;25;6;6
2;40;9;14
3;46;10;24
4;40;9;33
5;47;10;44
6;61;13;57
7;49;11;68
8;50;11;79
9;60;13;92
10;36;8;100
Total;454;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020122208;2713;;
;;;
Categorías;Casos;%;Acumulado %
1;30;8;8
2;36;10;18
3;35;10;28
4;46;13;41
5;37;10;51
6;37;10;61
7;50;14;75
8;39;11;85
9;33;9;94
10;20;6;100
Total;363;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020122209;2714;;
;;;
Categorías;Casos;%;Acumulado %
1;28;8;8
2;25;7;15
3;34;9;24
4;41;11;35
5;46;13;48
6;39;11;59
7;42;12;71
8;38;11;81
9;34;9;91
10;34;9;100
Total;361;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020122210;2715;;
;;;
Categorías;Casos;%;Acumulado %
1;34;9;9
2;38;10;20
3;37;10;30
4;39;11;40
5;33;9;49
6;43;12;61
7;38;10;71
8;46;12;83
9;35;9;93
10;26;7;100
Total;369;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020122211;2716;;
;;;
Categorías;Casos;%;Acumulado %
1;25;7;7
2;39;11;17
3;22;6;23
4;39;11;34
5;36;10;44
6;42;11;55
7;40;11;66
8;61;17;83
9;30;8;91
10;33;9;100
Total;367;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130101;2717;;
;;;
Categorías;Casos;%;Acumulado %
1;15;5;5
2;34;12;17
3;23;8;24
4;24;8;33
5;33;11;44
6;31;11;54
7;36;12;66
8;46;16;82
9;26;9;91
10;27;9;100
Total;295;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130102;2718;;
;;;
Categorías;Casos;%;Acumulado %
1;11;3;3
2;17;5;8
3;23;7;15
4;27;8;23
5;32;9;32
6;25;7;40
7;37;11;51
8;52;15;66
9;48;14;80
10;67;20;100
Total;339;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130103;2719;;
;;;
Categorías;Casos;%;Acumulado %
1;12;5;5
2;9;4;8
3;12;5;13
4;22;9;21
5;13;5;27
6;25;10;36
7;31;12;48
8;51;20;68
9;32;13;81
10;49;19;100
Total;256;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130104;2720;;
;;;
Categorías;Casos;%;Acumulado %
1;16;4;4
2;15;4;9
3;21;6;14
4;25;7;21
5;28;8;29
6;38;10;39
7;48;13;53
8;41;11;64
9;65;18;82
10;66;18;100
Total;363;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130105;2721;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;10;2;6
3;19;5;11
4;21;5;16
5;29;7;23
6;21;5;28
7;36;9;36
8;57;14;50
9;71;17;67
10;137;33;100
Total;416;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130106;2722;;
;;;
Categorías;Casos;%;Acumulado %
1;16;4;4
2;25;7;11
3;31;8;19
4;29;8;27
5;24;6;33
6;27;7;40
7;42;11;51
8;49;13;64
9;62;16;80
10;74;20;100
Total;379;100;100
;;;
Ignorado :;7;;
;;;
AREA # 020130107;2723;;
;;;
Categorías;Casos;%;Acumulado %
1;9;5;5
2;8;4;9
3;22;12;21
4;15;8;30
5;11;6;36
6;23;13;48
7;28;15;63
8;21;11;75
9;17;9;84
10;29;16;100
Total;183;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130108;2724;;
;;;
Categorías;Casos;%;Acumulado %
1;7;3;3
2;17;7;10
3;13;5;15
4;21;9;24
5;16;7;31
6;29;12;43
7;34;14;57
8;28;12;68
9;33;14;82
10;43;18;100
Total;241;100;100
;;;
AREA # 020130109;2725;;
;;;
Categorías;Casos;%;Acumulado %
1;9;4;4
2;15;7;11
3;14;6;18
4;22;10;28
5;21;10;37
6;18;8;46
7;20;9;55
8;31;14;69
9;32;15;84
10;35;16;100
Total;217;100;100
;;;
AREA # 020130110;2726;;
;;;
Categorías;Casos;%;Acumulado %
1;18;6;6
2;18;6;12
3;18;6;17
4;28;9;26
5;28;9;35
6;23;7;43
7;43;14;56
8;38;12;69
9;47;15;84
10;51;16;100
Total;312;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130111;2727;;
;;;
Categorías;Casos;%;Acumulado %
1;15;5;5
2;17;6;11
3;17;6;17
4;30;10;27
5;23;8;34
6;26;9;43
7;32;11;54
8;39;13;67
9;42;14;81
10;56;19;100
Total;297;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130112;2728;;
;;;
Categorías;Casos;%;Acumulado %
1;12;5;5
2;18;7;12
3;20;8;20
4;24;10;30
5;23;9;40
6;19;8;47
7;36;15;62
8;22;9;71
9;33;13;84
10;38;16;100
Total;245;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130113;2729;;
;;;
Categorías;Casos;%;Acumulado %
1;18;7;7
2;17;7;14
3;15;6;20
4;23;9;30
5;24;10;40
6;20;8;48
7;35;14;62
8;26;11;73
9;37;15;88
10;29;12;100
Total;244;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130114;2730;;
;;;
Categorías;Casos;%;Acumulado %
1;21;8;8
2;16;6;13
3;21;8;21
4;32;11;32
5;28;10;42
6;27;10;52
7;27;10;62
8;30;11;72
9;40;14;87
10;37;13;100
Total;279;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130201;2731;;
;;;
Categorías;Casos;%;Acumulado %
1;27;5;5
2;41;8;13
3;45;8;21
4;48;9;30
5;39;7;37
6;53;10;47
7;68;13;59
8;75;14;73
9;64;12;85
10;80;15;100
Total;540;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130202;2732;;
;;;
Categorías;Casos;%;Acumulado %
1;30;8;8
2;26;7;16
3;21;6;22
4;21;6;28
5;33;9;37
6;33;9;46
7;45;13;59
8;37;10;69
9;55;15;85
10;55;15;100
Total;356;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130203;2733;;
;;;
Categorías;Casos;%;Acumulado %
1;8;3;3
2;16;6;9
3;22;9;18
4;26;10;28
5;28;11;39
6;28;11;50
7;31;12;62
8;34;13;75
9;33;13;88
10;31;12;100
Total;257;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130204;2734;;
;;;
Categorías;Casos;%;Acumulado %
1;19;8;8
2;12;5;13
3;20;8;21
4;25;11;32
5;24;10;42
6;33;14;56
7;28;12;68
8;24;10;78
9;28;12;90
10;25;11;100
Total;238;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130205;2735;;
;;;
Categorías;Casos;%;Acumulado %
1;15;5;5
2;10;3;8
3;18;6;13
4;18;6;19
5;36;11;30
6;28;9;39
7;41;13;51
8;38;12;63
9;46;14;77
10;73;23;100
Total;323;100;100
;;;
Ignorado :;7;;
;;;
AREA # 020130206;2736;;
;;;
Categorías;Casos;%;Acumulado %
1;19;4;4
2;18;4;8
3;18;4;12
4;26;6;18
5;41;9;26
6;31;7;33
7;40;9;42
8;59;13;55
9;82;18;72
10;128;28;100
Total;462;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020130207;2737;;
;;;
Categorías;Casos;%;Acumulado %
1;16;5;5
2;18;6;11
3;17;6;17
4;28;9;26
5;39;13;39
6;22;7;47
7;33;11;58
8;46;15;73
9;32;11;84
10;49;16;100
Total;300;100;100
;;;
AREA # 020130208;2738;;
;;;
Categorías;Casos;%;Acumulado %
1;4;2;2
2;16;6;8
3;10;4;12
4;20;8;20
5;26;10;30
6;25;10;40
7;40;16;56
8;30;12;68
9;34;14;82
10;46;18;100
Total;251;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130209;2739;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;15;4;8
3;28;7;15
4;20;5;20
5;37;9;29
6;49;12;42
7;56;14;56
8;57;15;70
9;48;12;83
10;68;17;100
Total;393;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130210;2740;;
;;;
Categorías;Casos;%;Acumulado %
1;22;5;5
2;33;7;12
3;33;7;19
4;38;8;27
5;49;11;38
6;39;8;46
7;53;11;57
8;62;13;71
9;76;16;87
10;61;13;100
Total;466;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130211;2741;;
;;;
Categorías;Casos;%;Acumulado %
1;13;5;5
2;8;3;7
3;15;5;13
4;18;6;19
5;16;6;24
6;24;8;33
7;36;13;45
8;31;11;56
9;48;17;73
10;78;27;100
Total;287;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020130301;2742;;
;;;
Categorías;Casos;%;Acumulado %
1;12;3;3
2;20;5;9
3;25;7;15
4;32;9;24
5;32;9;33
6;40;11;43
7;37;10;53
8;43;12;65
9;59;16;81
10;72;19;100
Total;372;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130302;2743;;
;;;
Categorías;Casos;%;Acumulado %
1;10;4;4
2;23;9;12
3;22;8;20
4;19;7;28
5;20;7;35
6;33;12;47
7;25;9;57
8;33;12;69
9;39;15;83
10;45;17;100
Total;269;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130303;2744;;
;;;
Categorías;Casos;%;Acumulado %
1;22;6;6
2;28;8;14
3;24;7;21
4;27;8;29
5;44;13;42
6;33;10;51
7;38;11;62
8;39;11;73
9;48;14;87
10;44;13;100
Total;347;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020130304;2745;;
;;;
Categorías;Casos;%;Acumulado %
1;18;4;4
2;21;5;9
3;27;6;15
4;34;8;23
5;35;8;32
6;55;13;45
7;51;12;56
8;48;11;68
9;72;17;85
10;66;15;100
Total;427;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020130305;2746;;
;;;
Categorías;Casos;%;Acumulado %
1;9;3;3
2;15;5;8
3;22;7;15
4;23;7;22
5;29;9;32
6;43;14;46
7;53;17;63
8;34;11;74
9;38;12;86
10;42;14;100
Total;308;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130306;2747;;
;;;
Categorías;Casos;%;Acumulado %
1;16;6;6
2;18;7;13
3;23;9;21
4;22;8;29
5;24;9;38
6;22;8;46
7;28;10;57
8;32;12;69
9;38;14;83
10;47;17;100
Total;270;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130307;2748;;
;;;
Categorías;Casos;%;Acumulado %
1;12;4;4
2;21;7;11
3;27;9;21
4;26;9;30
5;27;9;39
6;22;8;47
7;26;9;56
8;30;10;66
9;52;18;84
10;45;16;100
Total;288;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130308;2749;;
;;;
Categorías;Casos;%;Acumulado %
1;15;5;5
2;12;4;10
3;20;7;17
4;26;9;27
5;19;7;34
6;23;8;42
7;29;11;53
8;39;14;67
9;40;15;81
10;51;19;100
Total;274;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130309;2750;;
;;;
Categorías;Casos;%;Acumulado %
1;18;5;5
2;34;10;15
3;33;9;24
4;29;8;33
5;27;8;40
6;42;12;52
7;46;13;65
8;44;13;78
9;30;9;87
10;47;13;100
Total;350;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130310;2751;;
;;;
Categorías;Casos;%;Acumulado %
1;22;5;5
2;9;2;7
3;17;4;11
4;23;5;16
5;40;9;25
6;51;12;37
7;51;12;48
8;67;15;63
9;77;17;81
10;85;19;100
Total;442;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020130401;2752;;
;;;
Categorías;Casos;%;Acumulado %
1;13;5;5
2;16;6;10
3;25;9;19
4;23;8;27
5;26;9;36
6;29;10;46
7;38;13;59
8;49;17;76
9;34;12;88
10;35;12;100
Total;288;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130402;2753;;
;;;
Categorías;Casos;%;Acumulado %
1;21;6;6
2;25;7;13
3;22;6;20
4;30;9;28
5;29;8;37
6;37;11;47
7;41;12;59
8;37;11;70
9;57;16;86
10;47;14;100
Total;346;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130403;2754;;
;;;
Categorías;Casos;%;Acumulado %
1;7;2;2
2;21;7;9
3;19;6;16
4;23;8;23
5;30;10;33
6;32;11;44
7;41;14;57
8;37;12;69
9;41;14;83
10;52;17;100
Total;303;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130404;2755;;
;;;
Categorías;Casos;%;Acumulado %
1;26;6;6
2;41;10;16
3;34;8;24
4;47;11;35
5;36;8;43
6;50;12;55
7;46;11;66
8;51;12;78
9;54;13;90
10;42;10;100
Total;427;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130405;2756;;
;;;
Categorías;Casos;%;Acumulado %
1;14;4;4
2;24;7;11
3;25;7;18
4;32;9;26
5;34;9;36
6;31;9;44
7;46;13;57
8;52;14;72
9;54;15;87
10;48;13;100
Total;360;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130406;2757;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;31;8;12
3;23;6;17
4;41;10;28
5;36;9;37
6;45;11;48
7;39;10;58
8;52;13;71
9;66;17;88
10;47;12;100
Total;395;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130407;2758;;
;;;
Categorías;Casos;%;Acumulado %
1;17;6;6
2;19;6;12
3;22;7;20
4;37;13;32
5;24;8;40
6;24;8;49
7;31;11;59
8;38;13;72
9;33;11;83
10;49;17;100
Total;294;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130408;2759;;
;;;
Categorías;Casos;%;Acumulado %
1;10;4;4
2;15;6;10
3;21;8;18
4;37;14;32
5;15;6;38
6;39;15;52
7;29;11;64
8;37;14;78
9;27;10;88
10;31;12;100
Total;261;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130409;2760;;
;;;
Categorías;Casos;%;Acumulado %
1;20;6;6
2;21;6;12
3;22;7;19
4;39;12;30
5;30;9;39
6;24;7;46
7;33;10;56
8;46;14;70
9;57;17;87
10;45;13;100
Total;337;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130410;2761;;
;;;
Categorías;Casos;%;Acumulado %
1;18;8;8
2;25;11;18
3;15;6;25
4;22;9;34
5;17;7;41
6;26;11;52
7;29;12;65
8;26;11;76
9;32;14;89
10;25;11;100
Total;235;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130411;2762;;
;;;
Categorías;Casos;%;Acumulado %
1;14;4;4
2;23;6;10
3;33;9;19
4;34;9;28
5;33;9;38
6;34;9;47
7;50;14;61
8;53;15;75
9;46;13;88
10;45;12;100
Total;365;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130412;2763;;
;;;
Categorías;Casos;%;Acumulado %
1;29;5;5
2;42;7;12
3;45;7;19
4;51;8;28
5;57;9;37
6;43;7;44
7;66;11;55
8;80;13;68
9;98;16;85
10;93;15;100
Total;604;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020130413;2764;;
;;;
Categorías;Casos;%;Acumulado %
1;17;5;5
2;19;6;11
3;30;9;20
4;34;10;30
5;30;9;39
6;29;9;47
7;41;12;60
8;50;15;75
9;33;10;84
10;52;16;100
Total;335;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130414;2765;;
;;;
Categorías;Casos;%;Acumulado %
1;10;3;3
2;32;10;13
3;27;8;21
4;34;11;32
5;34;11;42
6;28;9;51
7;42;13;64
8;41;13;77
9;38;12;89
10;37;11;100
Total;323;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130501;2766;;
;;;
Categorías;Casos;%;Acumulado %
1;18;5;5
2;25;7;13
3;22;6;19
4;32;9;29
5;30;9;37
6;35;10;48
7;36;11;58
8;40;12;70
9;48;14;84
10;53;16;100
Total;339;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130502;2767;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;33;8;12
3;31;8;20
4;31;8;28
5;42;11;38
6;44;11;49
7;50;13;62
8;55;14;75
9;50;13;88
10;48;12;100
Total;399;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020130503;2768;;
;;;
Categorías;Casos;%;Acumulado %
1;24;5;5
2;31;6;11
3;38;7;18
4;47;9;27
5;43;8;35
6;58;11;46
7;57;11;57
8;57;11;68
9;88;17;85
10;79;15;100
Total;522;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020130504;2769;;
;;;
Categorías;Casos;%;Acumulado %
1;26;6;6
2;28;6;11
3;29;6;18
4;36;8;25
5;40;8;34
6;43;9;43
7;54;11;54
8;70;15;69
9;85;18;87
10;61;13;100
Total;472;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020130505;2770;;
;;;
Categorías;Casos;%;Acumulado %
1;14;4;4
2;31;9;13
3;22;6;19
4;29;8;27
5;35;10;36
6;32;9;45
7;47;13;59
8;50;14;72
9;48;13;86
10;51;14;100
Total;359;100;100
;;;
AREA # 020130506;2771;;
;;;
Categorías;Casos;%;Acumulado %
1;25;6;6
2;25;6;12
3;34;8;20
4;33;8;27
5;31;7;35
6;36;8;43
7;43;10;53
8;44;10;63
9;69;16;79
10;89;21;100
Total;429;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020130507;2772;;
;;;
Categorías;Casos;%;Acumulado %
1;13;4;4
2;26;8;12
3;25;8;20
4;21;6;26
5;26;8;34
6;37;11;45
7;37;11;57
8;47;14;71
9;41;13;84
10;53;16;100
Total;326;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130508;2773;;
;;;
Categorías;Casos;%;Acumulado %
1;19;5;5
2;16;4;9
3;17;4;13
4;26;6;19
5;28;7;26
6;31;8;34
7;39;10;43
8;74;18;61
9;71;17;79
10;87;21;100
Total;408;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020130601;2774;;
;;;
Categorías;Casos;%;Acumulado %
1;10;4;4
2;24;8;12
3;17;6;18
4;25;9;27
5;39;14;41
6;31;11;52
7;49;17;69
8;35;12;81
9;33;12;93
10;20;7;100
Total;283;100;100
;;;
AREA # 020130602;2775;;
;;;
Categorías;Casos;%;Acumulado %
1;30;7;7
2;26;6;13
3;42;10;23
4;35;8;31
5;33;8;39
6;44;10;50
7;57;13;63
8;52;12;75
9;47;11;86
10;58;14;100
Total;424;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130603;2776;;
;;;
Categorías;Casos;%;Acumulado %
1;18;5;5
2;28;8;13
3;32;9;21
4;32;9;30
5;26;7;37
6;43;12;49
7;46;13;62
8;50;14;76
9;41;11;87
10;47;13;100
Total;363;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130604;2777;;
;;;
Categorías;Casos;%;Acumulado %
1;22;5;5
2;19;5;10
3;25;6;16
4;31;7;23
5;34;8;31
6;38;9;41
7;43;10;51
8;47;11;62
9;79;19;81
10;79;19;100
Total;417;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130605;2778;;
;;;
Categorías;Casos;%;Acumulado %
1;20;4;4
2;35;8;12
3;33;7;20
4;48;11;30
5;23;5;35
6;42;9;45
7;46;10;55
8;66;15;70
9;70;16;85
10;66;15;100
Total;449;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130606;2779;;
;;;
Categorías;Casos;%;Acumulado %
1;22;6;6
2;21;6;12
3;28;8;20
4;34;9;29
5;37;10;39
6;35;10;49
7;34;9;58
8;38;10;69
9;67;18;87
10;47;13;100
Total;363;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130607;2780;;
;;;
Categorías;Casos;%;Acumulado %
1;24;6;6
2;29;7;13
3;27;6;19
4;52;12;31
5;29;7;38
6;49;12;50
7;45;11;61
8;52;12;73
9;61;15;88
10;52;12;100
Total;420;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130608;2781;;
;;;
Categorías;Casos;%;Acumulado %
1;21;6;6
2;17;5;11
3;31;9;20
4;34;10;31
5;34;10;41
6;48;14;55
7;42;12;67
8;38;11;79
9;37;11;90
10;35;10;100
Total;337;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130701;2782;;
;;;
Categorías;Casos;%;Acumulado %
1;13;5;5
2;15;6;10
3;24;9;19
4;24;9;28
5;35;13;41
6;32;12;53
7;37;14;67
8;43;16;83
9;27;10;93
10;19;7;100
Total;269;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020130702;2783;;
;;;
Categorías;Casos;%;Acumulado %
1;11;5;5
2;15;7;12
3;12;5;17
4;25;11;29
5;21;10;38
6;23;10;49
7;34;15;64
8;24;11;75
9;34;15;90
10;21;10;100
Total;220;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020130703;2784;;
;;;
Categorías;Casos;%;Acumulado %
1;15;3;3
2;29;6;10
3;26;6;15
4;42;9;25
5;34;8;32
6;44;10;42
7;47;10;52
8;60;13;66
9;76;17;83
10;79;17;100
Total;452;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130704;2785;;
;;;
Categorías;Casos;%;Acumulado %
1;17;5;5
2;14;4;9
3;14;4;13
4;35;10;23
5;31;9;33
6;28;8;41
7;26;8;48
8;48;14;62
9;68;20;82
10;60;18;100
Total;341;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020130705;2786;;
;;;
Categorías;Casos;%;Acumulado %
1;27;6;6
2;38;8;14
3;40;8;22
4;42;9;31
5;45;10;41
6;51;11;52
7;46;10;61
8;53;11;73
9;78;17;89
10;51;11;100
Total;471;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020130706;2787;;
;;;
Categorías;Casos;%;Acumulado %
1;19;5;5
2;28;7;13
3;23;6;19
4;23;6;25
